frame,timestamp_sec,valid_ratio,depth_mean_mm,depth_std_mm,depth_min_mm,depth_max_mm,depth_p25_mm,depth_p75_mm
368,24.6667,0.033,2640.2,1332.1,515,4892,1540.0,3846.0
369,24.7334,0.0329,2608.4,1346.5,515,4892,1540.0,3845.0
370,24.8001,0.033,2599.0,1341.9,515,4892,1308.0,3845.0
371,24.8667,0.0327,2633.9,1334.0,515,4892,1540.0,3846.0
372,24.9334,0.0324,2610.3,1331.2,515,4892,1540.0,3844.0
373,25.0001,0.0326,2609.1,1330.5,515,4892,1540.0,3844.0
374,25.0667,0.0324,2597.3,1342.4,515,4892,1301.0,3845.0
375,25.1334,0.0327,2627.5,1328.0,515,4892,1540.0,3844.0
376,25.2001,0.0324,2634.4,1330.0,515,4892,1540.0,3846.0
377,25.2667,0.0322,2654.1,1341.1,515,4892,1540.0,3849.0
378,25.3334,0.032,2622.3,1336.1,515,4892,1540.0,3846.0
379,25.4001,0.0324,2669.9,1327.7,515,4892,1543.0,3847.0
380,25.4667,0.0316,2640.8,1332.4,515,4892,1540.0,3846.0
381,25.5334,0.0327,2612.4,1335.7,515,4892,1540.0,3845.0
382,25.6001,0.0323,2658.8,1324.1,515,4892,1544.0,3846.0
383,25.6667,0.0317,2619.7,1331.1,515,4892,1540.0,3844.0
384,25.7334,0.0312,2633.9,1339.5,515,4892,1540.0,3847.0
385,25.8001,0.0319,2641.2,1331.2,515,4892,1542.0,3845.0
386,25.8667,0.0321,2622.7,1330.5,515,4892,1540.0,3844.0
387,25.9334,0.0315,2630.6,1336.2,515,4892,1540.0,3845.0
388,26.0001,0.0323,2619.3,1335.0,515,4892,1540.0,3844.0
389,26.0667,0.032,2652.9,1321.8,515,4892,1542.0,3844.5
390,26.1334,0.0319,2636.5,1330.3,515,4892,1541.0,3846.0
391,26.2001,0.0318,2621.2,1329.0,515,4897,1540.0,3845.0
392,26.2667,0.0324,2609.8,1338.7,515,4892,1540.0,3845.0
393,26.3334,0.032,2643.1,1343.5,515,4892,1540.0,3849.0
394,26.4001,0.0318,2620.3,1327.6,515,4897,1540.0,3844.0
395,26.4667,0.0319,2612.9,1333.9,515,4892,1540.0,3844.0
396,26.5334,0.0319,2620.5,1330.3,515,4892,1540.0,3844.0
397,26.6001,0.0322,2624.3,1332.8,515,4892,1540.0,3844.0
398,26.6667,0.0319,2609.9,1340.3,515,4892,1540.0,3844.0
399,26.7334,0.0324,2613.7,1328.4,515,4892,1540.0,3844.0
400,26.8001,0.0322,2606.8,1320.7,515,4892,1540.0,3844.0
401,26.8667,0.0328,2592.5,1325.2,515,4892,1540.0,3844.0
402,26.9334,0.0331,2604.7,1328.2,515,4892,1540.0,3844.0
403,27.0001,0.033,2611.3,1325.4,515,4892,1540.0,3844.0
404,27.0667,0.0325,2616.9,1329.6,515,4892,1540.0,3844.0
405,27.1334,0.0325,2611.3,1321.6,515,4892,1540.0,3844.0
406,27.2001,0.0328,2638.1,1332.2,515,4892,1541.0,3846.0
407,27.2667,0.0328,2605.6,1327.0,515,4892,1540.0,3844.0
408,27.3334,0.0329,2623.9,1323.7,516,4892,1540.0,3844.0
409,27.4001,0.0331,2591.8,1332.1,515,4892,1366.0,3612.0
410,27.4667,0.033,2632.2,1334.5,515,4897,1540.0,3846.0
411,27.5334,0.0334,2608.8,1326.6,515,4892,1540.0,3844.0
412,27.6001,0.0332,2615.8,1328.3,515,4892,1540.0,3845.0
413,27.6667,0.033,2610.1,1331.2,515,4892,1540.0,3844.0
414,27.7334,0.0336,2625.3,1336.0,515,4892,1540.0,3845.0
415,27.8001,0.0338,2629.7,1334.4,515,4892,1540.0,3845.0
416,27.8667,0.0337,2618.7,1341.3,515,4892,1540.0,3844.0
417,27.9334,0.033,2626.6,1328.2,515,4892,1540.0,3844.2
418,28.0001,0.033,2639.5,1339.0,515,4892,1540.0,3847.0
419,28.0667,0.0334,2636.4,1330.4,515,4892,1540.0,3845.0
420,28.1334,0.0332,2609.8,1324.0,515,4892,1540.0,3844.0
421,28.2001,0.0333,2629.9,1324.8,515,4892,1540.0,3844.0
422,28.2667,0.0331,2638.3,1330.3,515,4892,1540.0,3846.0
423,28.3334,0.0331,2634.1,1324.8,515,4892,1541.0,3844.0
424,28.4001,0.0336,2644.5,1334.6,515,4892,1541.0,3849.0
425,28.4667,0.0331,2624.7,1330.0,515,4892,1540.0,3845.0
426,28.5334,0.033,2646.6,1334.1,515,4903,1540.0,3848.0
427,28.6001,0.0334,2624.6,1327.5,515,4892,1540.0,3844.0
428,28.6667,0.0336,2618.2,1332.0,515,4892,1540.0,3845.0
429,28.7334,0.033,2605.9,1338.9,515,4892,1540.0,3844.0
430,28.8001,0.033,2592.8,1333.0,515,4892,1302.0,3844.0
431,28.8667,0.0334,2613.5,1321.9,515,4892,1540.0,3844.0
432,28.9334,0.0343,2609.3,1329.6,515,4892,1540.0,3844.0
433,29.0001,0.0335,2620.8,1337.5,515,4897,1540.0,3845.0
434,29.0667,0.0336,2606.0,1345.6,515,4892,1302.0,3844.0
435,29.1334,0.0333,2595.6,1332.0,515,4892,1540.0,3844.0
436,29.2001,0.0338,2600.6,1324.4,515,4892,1540.0,3844.0
437,29.2667,0.0337,2605.7,1329.1,515,4892,1540.0,3844.0
438,29.3334,0.034,2598.2,1336.1,515,4892,1308.0,3844.0
439,29.4001,0.034,2602.6,1327.7,515,4892,1540.0,3612.0
440,29.4667,0.0349,2606.2,1330.9,515,4892,1540.0,3844.0
441,29.5334,0.0348,2562.0,1337.0,515,4897,1301.0,3611.0
442,29.6001,0.0352,2585.9,1342.2,515,4900,1301.0,3844.0
443,29.6667,0.0345,2579.1,1325.0,515,4892,1540.0,3605.0
444,29.7334,0.0347,2550.6,1332.7,515,4892,1300.0,3605.0
445,29.8001,0.035,2550.7,1324.6,515,4892,1301.0,3604.0
446,29.8667,0.0364,2514.9,1315.9,515,4892,1300.0,3598.0
447,29.9334,0.037,2533.2,1308.7,515,4892,1301.0,3598.0
448,30.0,0.0363,2558.5,1311.5,515,4892,1308.0,3604.0
449,30.0667,0.0363,2568.5,1317.7,515,4892,1540.0,3604.0
450,30.1334,0.0365,2569.8,1322.6,515,4892,1540.0,3605.0
451,30.2001,0.0364,2569.2,1315.8,515,4892,1540.0,3604.0
452,30.2667,0.0361,2548.7,1312.1,515,4892,1308.0,3601.0
453,30.3334,0.0364,2572.8,1313.9,515,4892,1540.0,3604.0
454,30.4001,0.0356,2591.8,1333.0,515,4892,1308.0,3844.0
455,30.4667,0.0359,2572.9,1304.5,515,4892,1540.0,3604.0
456,30.5334,0.0359,2586.9,1314.5,515,4892,1540.0,3605.0
457,30.6,0.0357,2556.7,1303.6,515,4892,1540.0,3603.8
458,30.6667,0.0359,2578.8,1313.9,515,4897,1540.0,3605.0
459,30.7334,0.0363,2573.7,1319.4,515,4892,1540.0,3604.0
460,30.8001,0.0359,2551.5,1321.4,515,4892,1301.0,3604.0
461,30.8667,0.0359,2554.9,1333.6,515,4893,1301.0,3605.0
462,30.9334,0.0355,2577.3,1325.5,515,4892,1540.0,3606.0
463,31.0001,0.0355,2561.7,1316.1,515,4892,1540.0,3604.0
464,31.0667,0.0361,2555.0,1326.6,515,4892,1301.0,3605.0
465,31.1334,0.0359,2521.7,1330.2,515,4892,1300.0,3601.0
466,31.2001,0.0366,2546.0,1310.9,516,4892,1540.0,3602.0
467,31.2667,0.0386,2559.4,1312.7,515,4892,1540.0,3604.0
468,31.3334,0.0391,2575.6,1300.7,515,4892,1540.0,3603.0
469,31.4001,0.0391,2575.5,1319.5,515,4892,1540.0,3606.0
470,31.4667,0.0391,2585.6,1312.6,515,4892,1540.0,3605.0
471,31.5334,0.0391,2586.3,1304.0,515,4892,1540.0,3605.0
472,31.6001,0.0385,2575.1,1307.5,515,4897,1540.0,3604.0
473,31.6667,0.0391,2583.5,1309.5,515,4892,1540.0,3605.0
474,31.7334,0.0394,2580.2,1311.0,515,4892,1540.0,3605.0
475,31.8001,0.0387,2561.0,1306.7,515,4892,1540.0,3602.0
476,31.8667,0.0385,2556.1,1313.2,515,4892,1540.0,3604.0
477,31.9334,0.0388,2581.2,1307.4,515,4892,1540.0,3604.0
478,32.0001,0.0382,2544.0,1319.2,515,4892,1301.0,3604.0
479,32.0667,0.0382,2584.4,1302.0,515,4892,1540.0,3604.0
480,32.1334,0.0379,2563.4,1318.0,515,4892,1540.0,3604.0
481,32.2,0.0389,2543.7,1298.8,515,4892,1302.0,3599.0
482,32.2667,0.0392,2545.9,1306.8,515,4892,1305.5,3599.0
483,32.3334,0.0386,2561.8,1315.5,515,4892,1301.0,3604.0
484,32.4001,0.0392,2554.5,1308.7,515,4892,1540.0,3603.0
485,32.4667,0.04,2560.5,1305.4,515,4892,1540.0,3604.0
486,32.5334,0.0434,2570.2,1314.2,515,4892,1540.0,3604.0
487,32.6001,0.0406,2623.5,1315.8,515,4892,1540.0,3844.0
488,32.6667,0.0402,2583.8,1299.3,515,4892,1540.0,3603.0
489,32.7334,0.0391,2602.8,1302.0,515,4892,1540.0,3605.0
490,32.8001,0.0385,2608.9,1308.6,516,4892,1540.0,3605.0
491,32.8667,0.0385,2633.0,1301.7,515,4892,1541.0,3844.0
492,32.9334,0.0385,2630.1,1295.4,516,4892,1545.0,3605.0
493,33.0001,0.0389,2633.9,1294.9,516,4892,1544.0,3605.0
494,33.0667,0.0382,2649.1,1293.3,515,4892,1546.0,3844.0
495,33.1334,0.0385,2630.6,1291.8,515,4892,1544.0,3605.0
496,33.2001,0.0389,2653.6,1297.6,515,4897,1546.0,3844.0
497,33.2667,0.0391,2638.8,1291.4,515,4892,1545.0,3605.0
498,33.3334,0.0391,2672.4,1301.0,515,4892,1548.0,3844.0
499,33.4,0.0398,2699.1,1302.9,515,4892,1550.0,3844.0
500,33.4667,0.0406,2743.0,1299.8,515,4892,1556.0,3847.0
501,33.5334,0.0411,2727.0,1309.0,515,4892,1554.0,3850.0
502,33.6001,0.0421,2742.4,1319.4,516,4892,1556.0,3850.0
503,33.6667,0.0416,2729.7,1311.1,515,4892,1555.0,3850.0
504,33.7334,0.042,2752.9,1319.9,515,4892,1555.0,3855.0
505,33.8001,0.0424,2752.8,1300.1,516,4892,1557.0,3850.0
506,33.8667,0.0424,2778.0,1296.3,515,4892,1796.0,3851.0
507,33.9334,0.0424,2763.5,1306.2,515,4892,1556.0,3850.0
508,34.0001,0.0422,2727.2,1310.6,515,4892,1552.0,3850.0
509,34.0667,0.0423,2717.1,1317.2,515,4892,1550.0,3849.0
510,34.1334,0.042,2694.3,1321.4,516,4892,1546.0,3848.0
511,34.2001,0.0417,2673.6,1308.3,515,4892,1546.0,3844.0
512,34.2667,0.0417,2666.4,1308.6,515,4892,1546.0,3844.0
513,34.3334,0.0412,2617.6,1290.8,516,4892,1542.0,3605.0
514,34.4001,0.0411,2592.9,1302.7,516,4892,1540.0,3605.0
515,34.4667,0.0416,2588.5,1283.4,515,4892,1540.0,3600.0
516,34.5334,0.0406,2586.9,1301.7,516,4892,1540.0,3603.0
517,34.6001,0.04,2571.0,1298.5,515,4892,1540.0,3602.0
518,34.6667,0.04,2547.2,1308.5,516,4892,1540.0,3602.0
519,34.7334,0.0393,2523.2,1303.8,515,4892,1301.0,3596.0
520,34.8001,0.0395,2540.7,1325.0,515,4892,1300.0,3604.0
521,34.8667,0.0374,2558.4,1318.9,515,4892,1301.0,3604.0
522,34.9334,0.0371,2548.0,1316.5,515,4892,1301.0,3602.0
523,35.0,0.038,2524.6,1324.9,515,4892,1300.0,3601.0
524,35.0667,0.0364,2567.6,1329.8,515,4892,1301.0,3605.0
525,35.1334,0.0364,2565.6,1319.4,515,4892,1302.0,3604.0
526,35.2001,0.0355,2581.8,1325.5,515,4892,1302.0,3605.0
527,35.2667,0.0351,2585.3,1330.5,516,4897,1540.0,3611.0
528,35.3334,0.0352,2578.5,1337.5,515,4893,1301.0,3844.0
529,35.4001,0.0354,2587.0,1324.4,515,4892,1540.0,3612.0
530,35.4667,0.0354,2564.3,1335.8,515,4893,1300.0,3605.0
531,35.5334,0.0353,2592.0,1330.8,515,4892,1540.0,3844.0
532,35.6001,0.0351,2599.4,1336.8,515,4892,1540.0,3844.0
533,35.6667,0.0353,2572.1,1332.2,515,4892,1301.0,3606.0
534,35.7334,0.0358,2571.6,1339.3,515,4897,1300.0,3786.0
535,35.8001,0.0356,2569.7,1328.0,515,4892,1302.0,3605.0
536,35.8667,0.035,2590.2,1330.1,515,4892,1308.0,3844.0
537,35.9334,0.0354,2571.4,1338.6,515,4892,1300.0,3605.0
538,36.0001,0.035,2599.8,1337.5,515,4892,1540.0,3844.0
539,36.0667,0.0357,2583.5,1339.1,515,4892,1301.0,3844.0
540,36.1334,0.0353,2594.4,1349.5,515,4892,1301.0,3844.0
541,36.2001,0.0355,2554.5,1322.2,515,4892,1302.0,3604.0
542,36.2667,0.0354,2582.3,1326.7,515,4892,1540.0,3844.0
543,36.3334,0.0356,2599.4,1329.8,515,4892,1540.0,3844.0
544,36.4001,0.036,2593.1,1325.2,516,4892,1540.0,3844.0
545,36.4667,0.0359,2580.2,1339.5,515,4892,1301.0,3844.0
546,36.5334,0.0358,2587.7,1328.0,515,4892,1540.0,3606.0
547,36.6001,0.0354,2581.9,1336.2,515,4892,1302.0,3611.0
548,36.6667,0.0358,2563.9,1340.2,515,4892,1300.0,3612.0
549,36.7334,0.0357,2574.3,1335.9,515,4892,1301.0,3612.0
550,36.8001,0.036,2587.4,1327.9,515,4892,1308.0,3612.0
551,36.8667,0.0358,2598.4,1318.9,515,4892,1540.0,3844.0
552,36.9334,0.0361,2554.6,1332.7,515,4892,1300.0,3605.0
553,37.0001,0.0356,2541.6,1320.8,302,4892,1301.0,3604.0
554,37.0667,0.0362,2573.5,1332.3,515,4892,1301.0,3605.0
555,37.1334,0.0363,2571.2,1333.3,515,4892,1301.0,3605.0
556,37.2001,0.037,2574.8,1327.1,515,4892,1307.0,3605.0
557,37.2667,0.0371,2565.7,1322.4,515,4892,1308.0,3604.0
558,37.3334,0.0373,2570.2,1330.6,515,4892,1302.0,3605.0
559,37.4001,0.0385,2566.6,1319.8,515,4892,1301.0,3605.0
560,37.4667,0.0389,2574.9,1321.9,515,4892,1302.0,3605.0
561,37.5334,0.039,2581.1,1319.9,515,4892,1540.0,3604.0
562,37.6001,0.0395,2590.9,1314.0,515,4892,1540.0,3605.0
563,37.6667,0.0384,2583.1,1312.6,515,4892,1540.0,3604.0
564,37.7334,0.0391,2591.0,1312.4,515,4892,1540.0,3605.0
565,37.8001,0.0392,2596.5,1305.6,515,4892,1540.0,3605.0
566,37.8667,0.039,2600.0,1303.4,515,4892,1540.0,3605.0
567,37.9334,0.0392,2600.0,1309.6,515,4892,1540.0,3606.0
568,38.0001,0.0391,2612.4,1290.4,515,4892,1542.0,3604.0
569,38.0667,0.0395,2590.1,1305.8,515,4892,1540.0,3604.8
570,38.1334,0.0394,2582.5,1315.8,515,4892,1540.0,3604.0
571,38.2001,0.04,2602.8,1312.4,515,4892,1540.0,3605.0
572,38.2667,0.0397,2603.9,1306.3,515,4892,1540.0,3844.0
573,38.3334,0.0392,2610.3,1302.5,515,4892,1540.0,3605.0
574,38.4001,0.0393,2585.3,1312.5,515,4892,1540.0,3604.0
575,38.4667,0.04,2612.5,1308.0,515,4892,1540.0,3606.0
576,38.5334,0.0402,2607.7,1304.4,515,4892,1540.0,3606.0
577,38.6,0.04,2632.5,1312.4,516,4892,1540.0,3844.0
578,38.6667,0.0401,2617.9,1288.0,515,4892,1540.0,3605.0
579,38.7334,0.0403,2636.1,1303.0,515,4892,1541.0,3844.0
580,38.8001,0.0405,2634.6,1303.3,516,4892,1542.0,3844.0
581,38.8667,0.0408,2627.2,1312.2,515,4892,1540.0,3844.0
582,38.9334,0.0408,2646.0,1294.7,515,4892,1545.0,3844.0
583,39.0001,0.0407,2651.6,1304.9,515,4892,1545.0,3844.0
584,39.0667,0.0411,2658.5,1311.6,515,4892,1542.0,3844.0
585,39.1334,0.0406,2663.5,1313.5,515,4892,1543.0,3844.0
586,39.2001,0.0415,2682.9,1303.5,515,4892,1546.0,3844.0
587,39.2667,0.041,2700.8,1312.3,515,4892,1550.0,3847.0
588,39.3334,0.042,2674.8,1301.6,515,4892,1546.0,3844.0
589,39.4001,0.042,2668.7,1294.0,515,4892,1547.0,3844.0
590,39.4667,0.0419,2641.8,1303.0,515,4892,1542.0,3844.0
591,39.5334,0.0426,2634.8,1298.8,515,4892,1543.0,3844.0
592,39.6001,0.042,2646.6,1296.3,515,4892,1546.0,3844.0
593,39.6667,0.0427,2656.3,1294.4,515,4892,1546.0,3844.0
594,39.7334,0.0425,2623.9,1298.7,515,4892,1542.0,3605.0
595,39.8001,0.0422,2650.4,1291.3,515,4892,1546.0,3844.0
596,39.8667,0.0424,2636.3,1287.8,515,4892,1545.0,3605.0
597,39.9334,0.0424,2595.5,1305.5,515,4892,1540.0,3605.0
598,40.0001,0.042,2595.4,1303.0,515,4892,1540.0,3605.0
599,40.0667,0.0422,2582.3,1289.1,515,4892,1540.0,3601.0
600,40.1334,0.0416,2601.5,1288.9,515,4892,1540.0,3604.0
601,40.2001,0.0418,2582.2,1301.3,515,4892,1540.0,3605.0
602,40.2667,0.0422,2593.9,1304.1,515,4892,1540.0,3605.0
603,40.3334,0.0426,2638.4,1297.2,515,4892,1544.0,3844.0
604,40.4001,0.0428,2654.5,1317.1,515,4892,1542.0,3845.0
605,40.4667,0.0425,2648.2,1322.7,515,4892,1541.0,3845.0
606,40.5334,0.0432,2633.0,1318.3,515,4892,1541.0,3844.0
607,40.6001,0.0435,2644.9,1329.8,515,4892,1540.0,3846.0
608,40.6667,0.0435,2647.6,1327.0,515,4892,1540.0,3846.0
609,40.7334,0.0433,2604.6,1323.9,515,4892,1540.0,3844.0
610,40.8001,0.0428,2644.4,1313.3,515,4892,1542.0,3844.0
611,40.8667,0.0423,2645.0,1315.4,515,4892,1542.0,3844.0
612,40.9334,0.0424,2621.0,1307.1,515,4891,1540.0,3844.0
613,41.0001,0.0422,2606.7,1284.4,515,4892,1542.0,3604.0
614,41.0667,0.0427,2596.4,1292.0,515,4892,1540.0,3604.0
615,41.1334,0.0426,2647.4,1299.1,515,4892,1546.0,3844.0
616,41.2,0.0421,2618.2,1288.7,516,4892,1542.2,3604.0
617,41.2667,0.0427,2595.3,1294.5,515,4892,1540.0,3604.5
618,41.3334,0.0415,2594.1,1311.3,515,4892,1540.0,3605.0
619,41.4001,0.0423,2579.8,1301.6,515,4892,1540.0,3604.0
620,41.4667,0.0425,2598.8,1305.3,516,4892,1540.0,3604.0
621,41.5334,0.0425,2607.0,1300.6,515,4892,1540.0,3605.0
622,41.6001,0.0417,2574.2,1309.7,515,4892,1540.0,3604.0
623,41.6667,0.0418,2562.3,1302.2,515,4892,1540.0,3603.0
624,41.7334,0.0416,2530.3,1318.7,515,4892,1300.0,3600.0
625,41.8,0.0429,2549.1,1315.7,515,4892,1302.0,3604.0
626,41.8667,0.0415,2517.8,1314.5,515,4892,1299.0,3598.0
627,41.9334,0.0406,2521.8,1328.3,515,4891,1294.0,3604.0
628,42.0001,0.0407,2525.9,1325.0,515,4892,1294.0,3602.0
629,42.0667,0.0399,2526.3,1319.6,515,4892,1301.0,3600.0
630,42.1334,0.039,2517.0,1330.1,515,4892,1294.0,3603.0
631,42.2001,0.0386,2504.4,1323.9,515,4891,1294.0,3598.0
632,42.2667,0.0386,2522.7,1330.2,515,4892,1294.0,3604.0
633,42.3334,0.0388,2529.2,1337.1,515,4892,1294.0,3604.0
634,42.4001,0.0385,2510.7,1318.2,515,4892,1297.0,3598.0
635,42.4667,0.0378,2514.2,1340.0,515,4900,1294.0,3604.0
636,42.5334,0.0384,2558.2,1327.8,515,4892,1300.0,3605.0
637,42.6001,0.039,2514.4,1330.2,515,4892,1296.0,3603.0
638,42.6667,0.0392,2514.2,1331.0,515,4892,1296.0,3604.0
639,42.7334,0.0392,2524.1,1319.3,515,4892,1301.0,3600.0
640,42.8,0.0393,2539.4,1328.1,515,4892,1300.0,3604.0
641,42.8667,0.0389,2519.2,1318.0,515,4892,1298.0,3600.0
642,42.9334,0.0392,2530.3,1330.0,515,4892,1300.0,3604.0
643,43.0001,0.0395,2533.2,1313.7,515,4892,1302.0,3602.0
644,43.0667,0.0393,2520.1,1315.7,515,4892,1300.0,3601.0
645,43.1334,0.0394,2568.1,1309.9,515,4892,1540.0,3604.0
646,43.2001,0.04,2578.2,1315.1,515,4892,1540.0,3605.0
647,43.2667,0.0403,2547.8,1299.1,515,4892,1540.0,3599.0
648,43.3334,0.0399,2564.8,1298.5,515,4892,1540.0,3604.0
649,43.4001,0.0395,2547.8,1308.5,515,4892,1540.0,3604.0
650,43.4667,0.0389,2570.5,1306.2,515,4892,1540.0,3604.0
651,43.5334,0.0398,2551.6,1313.6,515,4892,1308.0,3604.0
652,43.6001,0.0394,2559.8,1314.4,515,4892,1540.0,3604.0
653,43.6667,0.0391,2572.1,1312.9,515,4892,1540.0,3605.0
654,43.7334,0.0391,2566.6,1303.3,515,4892,1540.0,3603.0
655,43.8001,0.0393,2543.8,1303.5,515,4892,1540.0,3604.0
656,43.8667,0.0398,2553.3,1311.5,515,4892,1540.0,3604.0
657,43.9334,0.0391,2573.7,1305.8,515,4892,1540.0,3604.0
658,44.0001,0.0395,2543.6,1312.1,515,4892,1540.0,3603.0
659,44.0667,0.039,2554.9,1305.7,515,4897,1540.0,3603.0
660,44.1334,0.0399,2543.2,1302.1,515,4892,1540.0,3603.0
661,44.2001,0.0399,2557.7,1304.2,515,4892,1540.0,3604.0
662,44.2667,0.0395,2556.2,1306.3,515,4892,1540.0,3604.0
663,44.3334,0.0386,2559.0,1310.4,515,4892,1308.0,3604.0
664,44.4001,0.0398,2575.7,1299.1,515,4892,1540.0,3604.0
665,44.4667,0.0398,2554.1,1302.7,515,4892,1540.0,3601.0
666,44.5334,0.0396,2579.9,1299.6,515,4892,1540.0,3605.0
667,44.6001,0.0402,2559.2,1315.3,515,4892,1540.0,3604.0
668,44.6667,0.0399,2553.2,1300.3,515,4892,1540.0,3601.0
669,44.7334,0.0396,2575.8,1309.4,515,4892,1540.0,3604.0
670,44.8001,0.0402,2555.4,1293.7,515,4892,1540.0,3601.0
671,44.8667,0.0397,2580.2,1294.9,515,4892,1540.0,3604.0
672,44.9334,0.04,2583.4,1302.9,515,4892,1540.0,3605.0
673,45.0001,0.0402,2599.1,1295.5,515,4892,1540.0,3605.0
674,45.0667,0.0392,2582.1,1290.5,515,4892,1540.0,3603.0
675,45.1334,0.04,2609.5,1286.6,515,4897,1540.0,3604.0
676,45.2001,0.0401,2616.9,1298.1,515,4892,1541.0,3606.0
677,45.2667,0.0391,2620.9,1303.4,515,4892,1540.0,3611.0
678,45.3334,0.0399,2628.9,1304.5,515,4892,1540.0,3612.0
679,45.4001,0.0397,2614.8,1291.9,515,4892,1541.0,3605.0
680,45.4667,0.039,2652.9,1295.6,515,4892,1547.0,3844.0
681,45.5334,0.0399,2650.2,1289.0,515,4892,1547.0,3606.0
682,45.6001,0.04,2622.3,1281.5,515,4892,1543.0,3604.0
683,45.6667,0.0405,2620.5,1289.6,515,4897,1542.0,3605.0
684,45.7334,0.0393,2631.1,1289.6,515,4892,1544.0,3844.0
685,45.8001,0.0389,2616.2,1292.6,515,4892,1542.0,3611.0
686,45.8667,0.0385,2630.8,1298.7,515,4892,1540.0,3611.0
687,45.9334,0.0384,2624.4,1296.8,515,4892,1540.0,3611.0
688,46.0001,0.0395,2628.6,1294.2,515,4892,1545.0,3611.0
689,46.0667,0.0386,2626.5,1294.6,515,4892,1542.0,3605.0
690,46.1334,0.0396,2624.8,1288.2,515,4900,1545.0,3605.0
691,46.2001,0.0395,2631.3,1290.9,515,4892,1542.0,3605.0
692,46.2667,0.0395,2583.9,1304.2,515,4892,1540.0,3605.0
693,46.3334,0.0397,2576.2,1310.6,515,4892,1540.0,3604.0
694,46.4001,0.0399,2553.9,1312.9,515,4892,1307.0,3604.0
695,46.4667,0.0386,2571.5,1309.6,515,4892,1540.0,3604.0
696,46.5334,0.038,2570.2,1303.0,515,4892,1540.0,3602.0
697,46.6001,0.0391,2609.8,1314.0,515,4892,1540.0,3844.0
698,46.6667,0.0405,2612.3,1298.4,515,4892,1540.0,3605.0
699,46.7334,0.0397,2634.1,1302.2,515,4892,1541.0,3844.0
700,46.8001,0.0399,2628.9,1308.5,515,4892,1540.0,3844.0
701,46.8667,0.0402,2620.2,1305.4,515,4892,1540.0,3612.0
702,46.9334,0.0404,2638.5,1303.6,515,4892,1540.0,3844.0
703,47.0001,0.0399,2588.7,1302.8,515,4892,1540.0,3604.0
704,47.0667,0.04,2604.7,1294.7,515,4892,1540.0,3604.2
705,47.1334,0.0392,2613.1,1302.8,515,4892,1540.0,3611.0
706,47.2001,0.0388,2599.2,1295.5,515,4892,1540.0,3605.0
707,47.2667,0.0389,2571.3,1313.4,515,4892,1540.0,3605.0
708,47.3334,0.0393,2568.7,1313.0,515,4892,1540.0,3605.0
709,47.4001,0.0391,2561.6,1309.8,515,4892,1540.0,3604.0
710,47.4667,0.039,2584.3,1304.8,515,4892,1540.0,3604.0
711,47.5334,0.0379,2583.3,1310.3,515,4892,1540.0,3604.0
712,47.6001,0.0384,2574.6,1321.3,515,4892,1307.0,3605.0
713,47.6667,0.0386,2586.9,1317.0,515,4892,1540.0,3611.0
714,47.7334,0.038,2584.5,1334.3,515,4892,1308.0,3844.0
715,47.8001,0.0371,2573.9,1328.1,515,4892,1301.0,3605.0
716,47.8667,0.0378,2581.1,1328.0,515,4892,1540.0,3611.2
717,47.9334,0.0375,2577.9,1320.1,515,4892,1540.0,3605.0
718,48.0001,0.0371,2582.4,1338.1,515,4892,1301.0,3844.0
719,48.0667,0.0377,2568.2,1323.0,515,4892,1307.0,3605.0
720,48.1334,0.0371,2601.0,1316.4,515,4892,1540.0,3611.0
721,48.2,0.0381,2587.6,1328.4,515,4892,1540.0,3844.0
722,48.2667,0.0377,2584.9,1331.8,515,4892,1540.0,3844.0
723,48.3334,0.0382,2586.0,1327.5,515,4892,1540.0,3844.0
724,48.4001,0.0385,2608.7,1312.7,515,4892,1540.0,3843.0
725,48.4667,0.0392,2609.3,1301.1,515,4892,1540.0,3605.0
726,48.5334,0.0386,2612.9,1301.9,515,4892,1540.0,3612.0
727,48.6001,0.0394,2617.6,1292.4,515,4892,1540.0,3606.0
728,48.6667,0.0393,2603.0,1307.7,515,4892,1540.0,3843.0
729,48.7334,0.0396,2642.0,1306.8,515,4892,1542.0,3844.0
730,48.8001,0.0394,2615.5,1298.1,515,4892,1540.0,3606.0
731,48.8667,0.0393,2627.2,1292.9,515,4892,1543.0,3612.0
732,48.9334,0.0393,2625.7,1305.1,515,4892,1540.0,3844.0
733,49.0001,0.039,2627.8,1312.3,515,4893,1540.0,3844.0
734,49.0667,0.039,2604.4,1310.7,515,4892,1540.0,3606.0
735,49.1334,0.0387,2603.3,1308.1,515,4892,1540.0,3611.0
736,49.2001,0.0393,2616.3,1315.3,515,4892,1540.0,3844.0
737,49.2667,0.0389,2606.4,1302.5,515,4900,1540.0,3606.0
738,49.3334,0.0389,2627.6,1318.5,515,4892,1540.0,3844.0
739,49.4,0.0391,2617.3,1303.4,515,4892,1540.0,3612.0
740,49.4667,0.0389,2616.9,1310.8,515,4892,1540.0,3844.0
741,49.5334,0.039,2654.4,1328.1,515,4892,1540.0,3846.0
742,49.6001,0.0396,2649.7,1315.9,515,4892,1540.0,3844.0
743,49.6667,0.0391,2646.4,1306.5,515,4892,1542.0,3844.0
744,49.7334,0.039,2663.8,1299.9,515,4892,1547.0,3844.0
745,49.8001,0.0397,2654.1,1310.9,515,4892,1542.0,3844.0
