frame,timestamp_sec,valid_ratio,depth_mean_mm,depth_std_mm,depth_min_mm,depth_max_mm,depth_p25_mm,depth_p75_mm
746,49.8667,0.0397,2662.0,1300.2,515,4892,1546.0,3844.0
747,49.9334,0.0394,2688.1,1313.0,515,4892,1549.0,3844.0
748,50.0001,0.0393,2683.7,1302.4,515,4892,1550.0,3844.0
749,50.0667,0.0394,2699.3,1303.5,515,4892,1553.0,3844.0
750,50.1334,0.0396,2692.9,1299.4,515,4892,1553.0,3844.0
751,50.2,0.0396,2718.6,1300.2,515,4892,1554.5,3846.0
752,50.2667,0.0398,2672.6,1297.5,515,4900,1549.0,3844.0
753,50.3334,0.0398,2653.5,1292.9,515,4892,1548.0,3844.0
754,50.4001,0.0397,2635.4,1309.5,515,4892,1540.0,3844.0
755,50.4667,0.0398,2634.6,1317.2,515,4892,1540.0,3844.0
756,50.5334,0.0395,2627.6,1303.5,515,4897,1540.0,3844.0
757,50.6001,0.0393,2605.6,1312.3,515,4892,1540.0,3844.0
758,50.6667,0.0394,2594.3,1324.2,515,4892,1540.0,3606.0
759,50.7334,0.0405,2581.5,1315.9,515,4892,1540.0,3605.0
760,50.8001,0.0397,2596.4,1326.4,515,4892,1540.0,3844.0
761,50.8667,0.0393,2577.0,1314.2,515,4892,1540.0,3605.0
762,50.9334,0.0394,2563.6,1314.5,515,4892,1304.0,3604.0
763,51.0,0.0395,2550.3,1314.1,515,4892,1301.0,3604.0
764,51.0667,0.0396,2576.5,1331.0,515,4892,1540.0,3844.0
765,51.1334,0.0392,2537.0,1327.7,515,4892,1300.0,3603.0
766,51.2001,0.0387,2571.5,1342.1,515,4892,1300.0,3612.0
767,51.2667,0.0379,2546.9,1330.0,515,4892,1300.0,3606.0
768,51.3334,0.0389,2559.4,1322.8,515,4892,1302.0,3604.0
769,51.4001,0.0379,2547.1,1327.4,515,4897,1301.0,3604.0
770,51.4667,0.0382,2578.1,1326.0,515,4892,1539.0,3606.0
771,51.5334,0.0385,2570.7,1327.0,515,4892,1302.0,3606.0
772,51.6001,0.0386,2571.4,1324.0,515,4900,1301.0,3605.0
773,51.6667,0.0391,2572.9,1336.1,515,4892,1301.0,3611.0
774,51.7334,0.0394,2555.3,1331.8,515,4892,1300.0,3605.0
775,51.8001,0.0391,2572.1,1326.9,515,4892,1307.0,3605.0
776,51.8667,0.0395,2572.1,1328.0,515,4892,1301.0,3605.0
777,51.9334,0.0394,2579.7,1316.4,515,4892,1540.0,3605.0
778,52.0001,0.0399,2572.1,1311.0,515,4892,1540.0,3605.0
779,52.0667,0.0401,2588.7,1300.3,515,4892,1540.0,3605.0
780,52.1334,0.0404,2583.1,1308.5,515,4892,1540.0,3605.0
781,52.2001,0.0401,2621.9,1299.9,515,4892,1540.0,3844.0
782,52.2667,0.0405,2610.0,1299.9,515,4892,1540.0,3606.0
783,52.3334,0.0411,2603.9,1307.4,515,4892,1540.0,3844.0
784,52.4001,0.04,2627.2,1302.2,515,4892,1540.0,3844.0
785,52.4667,0.0401,2634.3,1308.8,515,4892,1540.0,3844.0
786,52.5334,0.0409,2652.7,1289.0,515,4897,1548.0,3844.0
787,52.6001,0.0405,2641.0,1305.0,515,4892,1542.0,3844.0
788,52.6667,0.0407,2656.9,1298.3,515,4892,1544.0,3844.0
789,52.7334,0.0401,2651.9,1291.8,515,4893,1545.0,3844.0
790,52.8001,0.0402,2624.8,1294.6,515,4892,1542.0,3611.0
791,52.8667,0.0411,2656.6,1288.4,515,4892,1550.0,3844.0
792,52.9334,0.0402,2670.9,1285.9,515,4892,1553.0,3844.0
793,53.0001,0.0408,2677.8,1291.6,515,4892,1553.0,3844.0
794,53.0667,0.0412,2670.7,1291.2,515,4892,1550.0,3844.0
795,53.1334,0.0407,2669.9,1280.1,515,4892,1554.0,3844.0
796,53.2001,0.0407,2665.8,1281.6,515,4897,1551.0,3843.8
797,53.2667,0.0405,2692.9,1301.0,515,4892,1551.0,3844.0
798,53.3334,0.0405,2690.2,1293.6,515,4892,1552.0,3844.0
799,53.4001,0.0406,2673.8,1298.3,515,4892,1550.0,3844.0
800,53.4667,0.0406,2675.3,1291.6,515,4892,1550.0,3844.0
801,53.5334,0.0404,2675.3,1289.0,515,4892,1552.0,3844.0
802,53.6001,0.0402,2696.2,1278.9,515,4900,1556.0,3844.0
803,53.6667,0.0406,2679.8,1286.7,515,4892,1553.0,3844.0
804,53.7334,0.0404,2672.7,1280.6,515,4892,1554.0,3612.0
805,53.8001,0.0404,2705.1,1278.5,515,4897,1557.0,3844.0
806,53.8667,0.0403,2681.0,1284.5,515,4892,1555.0,3844.0
807,53.9334,0.0405,2677.0,1298.0,515,4892,1550.0,3844.0
808,54.0001,0.0403,2697.1,1291.0,515,4892,1555.0,3844.0
809,54.0667,0.0406,2677.3,1275.3,515,4892,1555.0,3612.0
810,54.1334,0.0404,2661.7,1279.7,515,4892,1552.0,3612.0
811,54.2001,0.0413,2698.1,1284.8,515,4892,1556.0,3844.0
812,54.2667,0.0404,2705.2,1282.1,515,4892,1556.0,3844.0
813,54.3334,0.041,2708.1,1290.9,515,4892,1555.0,3844.0
814,54.4001,0.0415,2747.2,1311.1,515,4892,1556.0,3852.0
815,54.4667,0.0407,2761.4,1315.3,515,4892,1556.0,3852.0
816,54.5334,0.0405,2758.3,1317.0,515,4892,1556.0,3854.0
817,54.6001,0.0407,2802.9,1332.6,515,4892,1558.0,3868.0
818,54.6667,0.0404,2799.9,1327.9,515,4892,1557.0,3861.0
819,54.7334,0.0414,2784.4,1330.1,515,4892,1556.0,3861.0
820,54.8001,0.0409,2771.2,1329.9,515,4892,1556.0,3860.0
821,54.8667,0.0412,2778.8,1315.2,515,4892,1558.0,3857.0
822,54.9334,0.0413,2775.4,1313.1,515,4892,1558.0,3853.0
823,55.0001,0.0416,2746.6,1291.8,515,4892,1558.0,3845.0
824,55.0667,0.0413,2746.0,1302.0,515,4892,1556.0,3847.0
825,55.1334,0.0412,2743.3,1288.9,515,4892,1557.0,3844.0
826,55.2001,0.0415,2739.9,1287.0,515,4892,1557.0,3844.0
827,55.2667,0.0418,2757.2,1295.9,515,4892,1563.0,3848.0
828,55.3334,0.0414,2725.3,1284.3,515,4900,1557.0,3844.0
829,55.4001,0.0409,2767.0,1292.7,515,4892,1796.0,3848.0
830,55.4667,0.0412,2740.0,1308.3,515,4892,1556.0,3848.0
831,55.5334,0.0413,2748.7,1301.6,515,4892,1557.0,3847.0
832,55.6001,0.0414,2749.4,1290.7,515,4892,1558.0,3844.0
833,55.6667,0.0411,2745.7,1302.4,515,4892,1556.0,3846.2
834,55.7334,0.0411,2751.9,1300.4,515,4892,1557.0,3848.0
835,55.8001,0.0415,2752.8,1306.1,515,4892,1557.0,3850.5
836,55.8667,0.0408,2758.0,1301.2,515,4892,1562.0,3850.0
837,55.9334,0.0411,2761.4,1304.6,515,4892,1558.0,3852.0
838,56.0001,0.0405,2746.5,1307.0,515,4892,1556.0,3847.0
839,56.0667,0.0405,2765.2,1308.7,515,4892,1557.0,3852.0
840,56.1334,0.0407,2746.2,1291.2,515,4892,1558.0,3844.0
841,56.2,0.0407,2758.9,1309.5,515,4892,1557.0,3853.0
842,56.2667,0.0406,2755.0,1296.1,515,4892,1558.0,3847.0
843,56.3334,0.0407,2754.6,1291.8,515,4892,1558.0,3846.0
844,56.4001,0.0409,2770.5,1300.5,515,4892,1558.0,3848.0
845,56.4667,0.0406,2737.4,1304.3,515,4892,1556.0,3846.0
846,56.5334,0.0409,2756.0,1309.3,515,4892,1556.0,3848.0
847,56.6001,0.0407,2739.2,1291.8,515,4892,1558.0,3844.0
848,56.6667,0.0413,2714.2,1298.1,515,4892,1552.0,3844.0
849,56.7334,0.0411,2700.8,1287.1,515,4892,1556.0,3844.0
850,56.8001,0.0404,2691.3,1279.8,515,4892,1556.0,3844.0
851,56.8667,0.0409,2692.0,1278.2,515,4892,1557.0,3844.0
852,56.9334,0.0405,2663.1,1285.8,515,4892,1551.0,3844.0
853,57.0001,0.0405,2643.7,1292.5,515,4892,1545.0,3844.0
854,57.0667,0.0408,2616.1,1302.3,515,4892,1540.0,3606.0
855,57.1334,0.0404,2653.1,1305.4,515,4892,1542.0,3844.0
856,57.2001,0.0406,2641.9,1308.8,515,4892,1540.0,3844.0
857,57.2667,0.0409,2651.1,1301.5,515,4892,1542.0,3844.0
858,57.3334,0.0403,2619.6,1303.0,515,4892,1540.0,3610.2
859,57.4001,0.0403,2607.7,1312.5,515,4892,1540.0,3606.0
860,57.4667,0.0405,2604.9,1324.1,515,4892,1540.0,3844.0
861,57.5334,0.0395,2581.4,1330.8,515,4892,1302.0,3611.0
862,57.6001,0.0395,2615.0,1337.1,515,4892,1540.0,3844.0
863,57.6667,0.0398,2601.0,1320.5,515,4892,1540.0,3844.0
864,57.7334,0.0397,2609.5,1328.1,515,4892,1540.0,3844.0
865,57.8001,0.0394,2601.1,1324.0,515,4892,1540.0,3844.0
866,57.8667,0.039,2622.6,1318.1,515,4892,1540.0,3844.0
867,57.9334,0.0377,2591.0,1331.9,515,4892,1540.0,3612.0
868,58.0001,0.0382,2607.3,1309.7,515,4892,1540.0,3605.0
869,58.0667,0.037,2624.5,1308.7,515,4892,1540.0,3844.0
870,58.1334,0.0382,2630.4,1324.0,515,4892,1540.0,3844.0
871,58.2001,0.0375,2636.6,1310.5,515,4892,1540.0,3844.0
872,58.2667,0.0376,2650.5,1321.8,515,4892,1540.0,3844.0
873,58.3334,0.0381,2626.7,1318.2,515,4892,1540.0,3844.0
874,58.4001,0.0375,2619.8,1324.1,515,4892,1540.0,3844.0
875,58.4667,0.0374,2657.5,1323.0,515,4892,1541.0,3844.0
876,58.5334,0.0373,2615.5,1312.3,515,4892,1540.0,3612.0
877,58.6001,0.0374,2622.8,1309.6,515,4892,1540.0,3844.0
878,58.6667,0.0373,2625.6,1316.5,515,4892,1540.0,3844.0
879,58.7334,0.0371,2600.9,1324.8,515,4892,1540.0,3612.0
880,58.8001,0.0367,2611.3,1309.5,515,4892,1540.0,3611.0
881,58.8667,0.0366,2606.9,1311.9,515,4892,1540.0,3606.0
882,58.9334,0.0364,2582.3,1314.9,515,4892,1540.0,3605.0
883,59.0001,0.0368,2597.6,1307.9,515,4892,1540.0,3605.0
884,59.0667,0.0346,2605.5,1315.7,515,4892,1540.0,3844.0
885,59.1334,0.0346,2607.3,1319.4,515,4892,1540.0,3844.0
886,59.2001,0.0366,2612.3,1314.7,515,4892,1540.0,3844.0
887,59.2667,0.0368,2591.7,1327.8,515,4892,1540.0,3612.0
888,59.3334,0.0367,2602.7,1317.2,515,4892,1540.0,3611.0
889,59.4001,0.038,2626.2,1334.7,515,4892,1540.0,3846.0
890,59.4667,0.0387,2648.1,1321.4,515,4892,1542.0,3845.0
891,59.5334,0.0389,2624.6,1315.8,515,4892,1540.0,3844.0
892,59.6001,0.0388,2622.8,1325.7,515,4900,1540.0,3844.0
893,59.6667,0.0396,2617.1,1312.8,515,4892,1540.0,3844.0
894,59.7334,0.0393,2621.7,1323.4,515,4892,1540.0,3844.0
895,59.8001,0.0399,2621.4,1324.8,515,4892,1540.0,3844.0
896,59.8667,0.0393,2630.1,1312.4,515,4892,1542.0,3844.0
897,59.9334,0.0386,2609.4,1342.6,515,4892,1540.0,3844.0
898,60.0001,0.0385,2618.5,1320.1,515,4892,1540.0,3844.0
899,60.0667,0.0388,2609.7,1310.6,515,4892,1541.0,3612.0
900,60.1334,0.0391,2618.5,1305.4,515,4892,1541.0,3843.0
901,60.2001,0.0396,2703.9,1316.2,515,4892,1550.0,3847.0
902,60.2667,0.0392,2648.3,1322.9,515,4892,1542.0,3846.0
903,60.3334,0.0372,2667.4,1325.6,515,4892,1542.0,3846.0
904,60.4001,0.0368,2641.6,1314.4,515,4892,1542.0,3844.0
905,60.4667,0.0369,2611.2,1316.8,515,4892,1541.0,3844.0
906,60.5334,0.0344,2630.1,1322.7,515,4892,1540.0,3844.0
907,60.6001,0.0342,2643.1,1321.4,515,4892,1541.0,3844.0
908,60.6667,0.0345,2624.7,1320.4,515,4892,1540.0,3844.0
909,60.7334,0.035,2656.1,1323.9,515,4892,1542.0,3844.0
910,60.8001,0.0343,2620.8,1319.4,515,4892,1540.0,3844.0
911,60.8667,0.0345,2604.0,1327.5,515,4892,1540.0,3844.0
912,60.9334,0.0348,2650.7,1316.0,515,4892,1540.0,3844.0
913,61.0001,0.035,2612.8,1327.0,515,4892,1540.0,3844.0
914,61.0667,0.0346,2628.6,1318.1,515,4892,1541.0,3844.0
915,61.1334,0.0342,2633.8,1322.5,515,4892,1540.0,3844.0
916,61.2001,0.0338,2616.2,1323.4,515,4892,1540.0,3844.0
917,61.2667,0.0348,2660.3,1325.2,515,4892,1544.0,3846.0
918,61.3334,0.0338,2633.3,1324.6,515,4892,1540.0,3844.0
919,61.4001,0.0344,2643.8,1313.0,515,4892,1542.0,3844.0
920,61.4667,0.034,2627.4,1321.7,515,4892,1540.0,3844.0
921,61.5334,0.0337,2607.3,1313.6,515,4892,1540.0,3611.0
922,61.6001,0.0342,2622.0,1323.6,515,4912,1540.0,3844.0
923,61.6667,0.0343,2619.1,1321.8,515,4892,1540.0,3844.0
924,61.7334,0.0343,2611.8,1326.0,515,4892,1540.0,3844.0
925,61.8001,0.0341,2612.1,1322.6,515,4892,1540.0,3844.0
926,61.8667,0.0345,2628.5,1322.0,515,4892,1540.0,3844.0
927,61.9334,0.0346,2618.3,1316.3,515,4900,1540.0,3844.0
928,62.0001,0.0348,2634.6,1320.4,515,4892,1540.0,3844.0
929,62.0667,0.0343,2630.7,1320.3,515,4892,1541.0,3844.0
930,62.1334,0.035,2579.3,1319.1,515,4892,1540.0,3605.0
931,62.2001,0.0347,2623.8,1317.6,515,4892,1542.0,3844.0
932,62.2667,0.0349,2621.5,1318.3,515,4892,1540.0,3844.0
933,62.3334,0.0341,2609.8,1315.2,515,4892,1540.0,3844.0
934,62.4001,0.034,2624.7,1323.3,515,4892,1540.0,3844.0
935,62.4667,0.034,2633.9,1322.0,515,4892,1540.0,3844.0
936,62.5334,0.0338,2624.6,1321.6,515,4900,1540.0,3844.0
937,62.6001,0.0339,2621.8,1327.3,515,4892,1540.0,3844.0
938,62.6667,0.0337,2639.7,1330.0,515,4900,1540.0,3844.0
939,62.7334,0.033,2611.3,1318.2,515,4892,1540.0,3844.0
940,62.8001,0.0327,2623.8,1321.3,515,4892,1540.0,3844.0
941,62.8667,0.0339,2599.1,1321.6,515,4892,1540.0,3844.0
942,62.9334,0.0331,2609.2,1323.4,515,4897,1540.0,3844.0
943,63.0001,0.0332,2584.3,1320.1,515,4909,1540.0,3605.0
944,63.0667,0.0337,2575.9,1342.1,515,4892,1301.0,3844.0
945,63.1334,0.0332,2609.2,1327.2,515,4892,1540.0,3844.0
946,63.2001,0.0334,2588.5,1326.4,515,4892,1308.0,3612.0
947,63.2667,0.0333,2595.5,1318.9,515,4892,1540.0,3606.0
948,63.3334,0.0339,2621.8,1328.6,515,4892,1540.0,3844.0
949,63.4001,0.0328,2603.5,1321.2,515,4892,1540.0,3612.0
950,63.4667,0.0326,2594.1,1332.5,515,4892,1540.0,3844.0
951,63.5334,0.0326,2620.8,1326.1,515,4892,1540.0,3846.0
952,63.6001,0.0324,2625.0,1325.7,515,4892,1540.0,3844.0
953,63.6667,0.0323,2606.7,1323.1,515,4892,1540.0,3844.0
954,63.7334,0.0329,2619.2,1318.8,515,4892,1540.0,3844.0
955,63.8001,0.0324,2605.9,1334.9,515,4892,1540.0,3844.0
956,63.8667,0.0322,2627.2,1329.4,515,4892,1540.0,3844.0
957,63.9334,0.0329,2618.1,1326.0,515,4897,1540.0,3844.0
958,64.0001,0.033,2647.1,1328.3,515,4892,1540.0,3846.0
959,64.0667,0.0333,2589.6,1336.7,515,4892,1307.0,3844.0
960,64.1334,0.0332,2595.9,1318.4,515,4897,1540.0,3606.0
961,64.2001,0.0327,2611.4,1317.1,515,4892,1540.0,3612.0
962,64.2667,0.033,2608.1,1336.1,515,4892,1540.0,3844.0
963,64.3334,0.0328,2623.1,1324.0,515,4892,1540.0,3844.0
964,64.4001,0.0326,2631.8,1336.9,515,4897,1540.0,3846.0
965,64.4667,0.0322,2627.1,1329.1,515,4892,1540.0,3844.0
966,64.5334,0.0317,2632.8,1324.4,515,4892,1540.0,3844.0
967,64.6001,0.0317,2623.0,1319.2,515,4892,1540.0,3844.0
968,64.6667,0.0319,2643.9,1319.7,515,4892,1542.0,3846.0
969,64.7334,0.0326,2641.7,1332.9,515,4900,1540.0,3846.0
970,64.8001,0.0321,2666.6,1339.3,515,4892,1541.0,3850.0
971,64.8667,0.0338,2649.7,1311.0,515,4892,1543.0,3844.0
972,64.9334,0.035,2633.2,1334.4,516,4900,1540.0,3846.0
973,65.0001,0.0351,2636.1,1331.7,515,4892,1540.0,3846.0
974,65.0667,0.0347,2652.1,1339.1,515,4892,1540.0,3847.0
975,65.1334,0.0346,2640.6,1330.0,515,4900,1540.0,3846.0
976,65.2001,0.0349,2636.9,1337.1,515,4892,1540.0,3846.0
977,65.2667,0.0346,2639.0,1335.8,515,4892,1540.0,3846.0
978,65.3334,0.0356,2666.1,1339.8,515,4892,1541.0,3848.0
979,65.4001,0.0355,2636.7,1337.1,515,4892,1540.0,3846.0
980,65.4667,0.0359,2671.5,1325.8,515,4892,1543.0,3847.0
981,65.5334,0.0378,2680.2,1322.9,515,4892,1545.0,3848.0
982,65.6001,0.038,2701.9,1353.5,515,4892,1542.0,3857.0
983,65.6667,0.0392,2705.2,1350.7,515,4892,1542.0,3856.0
984,65.7334,0.0395,2695.0,1342.9,515,4892,1543.0,3849.0
985,65.8001,0.0394,2701.7,1339.8,515,4892,1545.0,3851.0
986,65.8667,0.0391,2667.6,1346.9,515,4900,1540.0,3850.0
987,65.9334,0.0391,2667.3,1337.2,515,4892,1541.0,3848.0
988,66.0001,0.0388,2674.2,1326.0,515,4897,1542.0,3846.0
989,66.0667,0.0391,2693.0,1341.5,515,4892,1542.0,3854.0
990,66.1334,0.0393,2690.0,1340.2,515,4892,1542.0,3852.0
991,66.2,0.0401,2668.2,1335.0,515,4892,1542.0,3849.0
992,66.2667,0.039,2661.3,1330.6,515,4892,1542.0,3846.0
993,66.3334,0.0398,2662.7,1326.3,515,4892,1542.0,3846.0
994,66.4001,0.0399,2698.0,1337.8,515,4892,1542.0,3853.0
995,66.4667,0.04,2710.9,1320.3,515,4892,1550.0,3850.0
996,66.5334,0.0397,2702.0,1338.8,515,4892,1544.0,3854.0
997,66.6001,0.0385,2680.3,1327.5,515,4892,1543.0,3847.0
998,66.6667,0.0388,2686.5,1338.2,515,4892,1542.0,3849.0
999,66.7334,0.0399,2649.5,1341.6,515,4901,1540.0,3846.0
1000,66.8001,0.0384,2634.2,1336.3,515,4892,1540.0,3844.0
1001,66.8667,0.0388,2640.5,1341.5,515,4892,1540.0,3845.0
1002,66.9334,0.0384,2636.7,1333.5,515,4892,1540.0,3844.0
1003,67.0001,0.0397,2662.6,1322.4,515,4892,1542.0,3846.0
1004,67.0667,0.0378,2687.1,1318.7,515,4892,1546.0,3847.0
1005,67.1334,0.0358,2634.6,1345.2,515,4900,1540.0,3844.0
1006,67.2001,0.0366,2632.6,1342.1,515,4892,1540.0,3845.0
1007,67.2667,0.0367,2629.3,1332.1,515,4892,1540.0,3844.0
1008,67.3334,0.0371,2673.6,1332.0,515,4892,1542.0,3847.0
1009,67.4001,0.0371,2666.4,1332.0,515,4892,1540.0,3846.0
1010,67.4667,0.0363,2669.5,1322.3,515,4892,1542.0,3844.5
1011,67.5334,0.0371,2650.6,1326.2,515,4892,1540.0,3844.0
1012,67.6001,0.0363,2641.3,1327.8,515,4892,1540.0,3844.0
1013,67.6667,0.0358,2649.0,1323.2,515,4892,1541.0,3844.0
1014,67.7334,0.0353,2621.7,1325.2,515,4897,1540.0,3844.0
1015,67.8001,0.0347,2633.4,1317.3,515,4897,1540.0,3844.0
1016,67.8667,0.0354,2623.4,1317.1,515,4892,1540.0,3844.0
1017,67.9334,0.0349,2645.3,1303.9,515,4892,1542.0,3727.5
1018,68.0001,0.0349,2637.1,1323.9,516,4892,1540.0,3844.0
1019,68.0667,0.035,2633.0,1335.9,515,4900,1540.0,3844.0
1020,68.1334,0.035,2632.3,1330.4,515,4892,1540.0,3844.0
1021,68.2,0.0341,2632.1,1324.6,515,4892,1540.0,3844.0
1022,68.2667,0.0347,2627.6,1323.1,515,4892,1540.0,3844.0
1023,68.3334,0.0345,2632.6,1312.3,515,4892,1542.0,3844.0
1024,68.4001,0.0342,2629.4,1311.8,515,4897,1542.0,3844.0
1025,68.4667,0.0344,2631.7,1324.0,516,4892,1540.0,3844.0
1026,68.5334,0.0344,2620.5,1325.5,515,4892,1540.0,3844.0
1027,68.6001,0.0349,2600.6,1327.3,515,4892,1540.0,3844.0
1028,68.6667,0.0348,2623.6,1309.7,515,4892,1542.0,3844.0
1029,68.7334,0.0343,2627.9,1327.9,515,4892,1540.0,3844.0
1030,68.8001,0.0343,2590.5,1323.8,515,4892,1540.0,3844.0
1031,68.8667,0.0348,2619.8,1324.1,515,4892,1540.0,3844.0
1032,68.9334,0.0345,2618.0,1327.1,515,4892,1540.0,3844.0
1033,69.0001,0.0348,2637.5,1316.4,515,4892,1540.0,3844.0
1034,69.0667,0.0342,2601.8,1325.6,515,4892,1540.0,3844.0
1035,69.1334,0.0342,2621.0,1319.8,515,4892,1540.0,3844.0
1036,69.2001,0.0348,2647.0,1314.6,515,4892,1541.0,3844.0
1037,69.2667,0.034,2594.6,1322.2,515,4892,1540.0,3612.0
1038,69.3334,0.0336,2629.2,1321.1,515,4892,1540.0,3844.0
1039,69.4001,0.0335,2629.7,1315.7,515,4900,1540.0,3844.0
1040,69.4667,0.0338,2623.5,1317.9,515,4892,1540.0,3844.0
1041,69.5334,0.0335,2610.3,1324.4,515,4892,1540.0,3844.0
1042,69.6001,0.0335,2593.1,1324.9,515,4892,1540.0,3612.0
1043,69.6667,0.0332,2645.3,1317.6,515,4900,1541.0,3844.0
1044,69.7334,0.0333,2642.4,1326.2,515,4900,1540.0,3846.0
1045,69.8001,0.0345,2669.4,1326.1,515,4897,1542.0,3847.0
1046,69.8667,0.0347,2639.0,1319.1,515,4892,1541.0,3844.0
1047,69.9334,0.0348,2636.0,1322.5,515,4900,1540.0,3844.0
1048,70.0001,0.0355,2613.1,1331.0,515,4900,1540.0,3844.0
1049,70.0667,0.0354,2624.9,1324.5,515,4900,1540.0,3844.0
1050,70.1334,0.0356,2636.8,1326.6,515,4892,1541.0,3844.0
1051,70.2001,0.0358,2624.5,1316.8,515,4892,1541.0,3844.0
1052,70.2667,0.0361,2625.1,1335.9,515,4900,1540.0,3844.0
1053,70.3334,0.0363,2614.6,1324.0,515,4892,1540.0,3844.0
1054,70.4,0.036,2595.7,1315.6,515,4892,1540.0,3611.0
1055,70.4667,0.0363,2589.7,1322.0,515,4892,1540.0,3611.0
1056,70.5334,0.0359,2606.3,1325.0,515,4892,1540.0,3844.0
1057,70.6001,0.0366,2602.8,1334.3,515,4892,1308.0,3844.0
1058,70.6667,0.0359,2625.7,1332.2,515,4892,1540.0,3844.0
1059,70.7334,0.0362,2603.3,1332.1,515,4892,1540.0,3844.0
1060,70.8001,0.0368,2602.6,1343.7,515,4900,1302.0,3844.0
1061,70.8667,0.0364,2607.3,1331.5,515,4892,1540.0,3844.0
1062,70.9334,0.0368,2624.3,1329.2,515,4900,1540.0,3844.0
1063,71.0001,0.0371,2593.1,1322.5,515,4892,1540.0,3611.0
1064,71.0667,0.0364,2601.6,1321.1,515,4897,1540.0,3843.0
1065,71.1334,0.0367,2630.6,1316.0,515,4892,1540.0,3844.0
1066,71.2001,0.0378,2610.8,1323.4,515,4900,1540.0,3844.0
1067,71.2667,0.0371,2619.0,1327.8,515,4892,1540.0,3844.0
1068,71.3334,0.0373,2641.8,1332.1,515,4900,1540.0,3846.0
1069,71.4001,0.0369,2597.3,1324.9,515,4892,1540.0,3844.0
1070,71.4667,0.0372,2608.9,1328.2,515,4892,1540.0,3844.0
1071,71.5334,0.0371,2595.5,1320.3,515,4900,1540.0,3612.0
1072,71.6001,0.0372,2573.7,1317.1,515,4892,1540.0,3605.0
1073,71.6667,0.0372,2608.3,1330.1,515,4900,1540.0,3844.0
1074,71.7334,0.0372,2599.1,1322.5,515,4892,1540.0,3611.0
1075,71.8001,0.037,2633.4,1322.2,515,4892,1540.0,3844.0
1076,71.8667,0.0363,2617.4,1325.4,515,4892,1540.0,3844.0
1077,71.9334,0.0366,2622.8,1314.3,515,4892,1542.0,3844.0
1078,72.0001,0.0361,2634.2,1319.6,515,4892,1543.0,3844.0
1079,72.0667,0.0369,2632.9,1312.6,515,4892,1540.0,3844.0
1080,72.1334,0.0364,2632.0,1320.8,515,4892,1540.0,3844.0
1081,72.2001,0.0361,2635.2,1328.7,515,4897,1540.0,3844.0
1082,72.2667,0.0364,2642.1,1322.7,515,4892,1541.0,3844.0
1083,72.3334,0.0363,2647.4,1326.0,515,4892,1540.0,3844.0
1084,72.4001,0.0361,2629.8,1321.3,515,4892,1540.0,3844.0
1085,72.4667,0.0361,2664.9,1315.0,515,4892,1545.0,3845.0
1086,72.5334,0.036,2658.7,1331.7,515,4897,1540.0,3846.0
1087,72.6001,0.0355,2636.4,1320.3,515,4892,1540.0,3844.0
1088,72.6667,0.0352,2628.3,1331.9,515,4892,1540.0,3844.0
1089,72.7334,0.036,2635.0,1339.0,515,4897,1540.0,3846.0
1090,72.8001,0.0363,2634.8,1323.1,515,4892,1540.0,3844.0
1091,72.8667,0.0353,2645.3,1319.7,515,4892,1541.0,3844.0
1092,72.9334,0.0365,2653.2,1324.5,515,4892,1540.0,3845.0
1093,73.0001,0.0357,2636.2,1330.1,515,4892,1540.0,3845.0
1094,73.0667,0.0365,2646.8,1326.7,515,4892,1540.0,3845.0
1095,73.1334,0.0357,2620.3,1318.6,515,4892,1540.0,3844.0
1096,73.2001,0.0355,2644.0,1317.4,515,4892,1540.0,3844.0
1097,73.2667,0.0354,2624.9,1318.4,515,4892,1540.0,3844.0
1098,73.3334,0.0347,2646.9,1329.8,516,4897,1540.0,3846.0
1099,73.4001,0.0355,2621.9,1317.9,515,4892,1540.0,3844.0
1100,73.4667,0.0367,2626.9,1318.2,515,4892,1542.0,3844.0
1101,73.5334,0.0368,2652.3,1334.8,515,4892,1540.0,3846.0
1102,73.6001,0.0369,2633.1,1329.6,515,4892,1540.0,3846.0
1103,73.6667,0.0374,2667.0,1317.5,515,4892,1542.0,3846.0
1104,73.7334,0.0369,2638.0,1328.9,515,4892,1540.0,3845.0
1105,73.8001,0.0369,2643.6,1321.1,515,4892,1542.0,3844.0
1106,73.8667,0.0377,2644.6,1323.5,515,4892,1542.0,3844.0
1107,73.9334,0.0375,2646.5,1317.5,515,4892,1542.0,3844.0
1108,74.0001,0.0371,2621.6,1325.1,515,4892,1540.0,3844.0
1109,74.0667,0.0376,2629.9,1322.3,515,4892,1540.0,3844.0
1110,74.1334,0.0373,2646.9,1314.5,515,4892,1542.0,3845.0
1111,74.2001,0.038,2647.2,1314.4,515,4892,1542.0,3845.0
1112,74.2667,0.038,2653.3,1329.2,515,4892,1542.0,3846.0
1113,74.3334,0.0379,2622.6,1319.5,515,4892,1540.0,3844.0
1114,74.4,0.0373,2632.7,1323.0,515,4892,1542.0,3844.0
1115,74.4667,0.0376,2658.3,1316.8,515,4900,1543.0,3846.0
1116,74.5334,0.0377,2650.6,1335.6,515,4892,1542.0,3846.0
1117,74.6001,0.0387,2648.2,1338.9,515,4892,1540.0,3846.0
1118,74.6667,0.0385,2635.8,1329.2,515,4892,1541.0,3846.0
1119,74.7334,0.0386,2613.6,1322.7,515,4892,1540.0,3844.0
