frame,timestamp_sec,person_id,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis,side
322,21.4667,1,0.95089,0.44733,-0.20743,0.9999,0.96285,0.44232,-0.21636,0.9998,0.9669,0.4459,-0.21632,0.9998,0.97016,0.44841,-0.21636,0.9999,0.95601,0.43329,-0.1989,0.9997,0.95433,0.42998,-0.19892,0.9996,0.9587,0.4287,-0.19895,0.9998,0.98212,0.46547,-0.21019,0.9999,0.96562,0.44044,-0.12835,0.9997,0.95322,0.4724,-0.20047,0.9999,0.94503,0.46594,-0.17696,0.9998,0.98268,0.57353,-0.21046,1.0,0.92542,0.48994,-0.04527,0.9999,0.91753,0.63713,-0.22112,0.9768,0.8796,0.56418,0.01471,0.4832,0.8522,0.63571,-0.20664,0.8917,0.84597,0.60887,-0.01338,0.4638,0.83322,0.64592,-0.21948,0.841,0.83007,0.6235,-0.01857,0.4288,0.82955,0.6325,-0.21486,0.8312,0.82985,0.62286,-0.0347,0.4298,0.83313,0.62794,-0.20156,0.7895,0.83702,0.61807,-0.02066,0.4565,0.89325,0.68824,-0.05646,1.0,0.86359,0.63372,0.05631,1.0,0.8199,0.73272,-0.18033,0.984,0.77519,0.64521,-0.05936,0.9541,0.83207,0.87362,-0.04504,0.9833,0.78092,0.79365,0.07843,0.9489,0.84446,0.89774,-0.03209,0.8701,0.79526,0.81567,0.09222,0.8721,0.79959,0.93297,-0.07924,0.9743,0.74453,0.84049,0.06476,0.9469,right
323,21.5333,1,0.95164,0.44556,-0.18807,0.9999,0.96335,0.44045,-0.19716,0.9999,0.96722,0.44396,-0.19712,0.9998,0.97046,0.4465,-0.19715,0.9999,0.9568,0.43173,-0.17953,0.9998,0.95513,0.42853,-0.17955,0.9997,0.95832,0.42832,-0.1796,0.9998,0.98219,0.46357,-0.19348,0.9999,0.96533,0.43982,-0.11068,0.9997,0.95369,0.47067,-0.18231,1.0,0.94575,0.46355,-0.15846,0.9999,0.98528,0.56667,-0.1989,1.0,0.92558,0.49038,-0.03294,1.0,0.92556,0.63575,-0.21693,0.985,0.88022,0.56639,0.02218,0.51,0.85854,0.63665,-0.21355,0.936,0.84661,0.60807,-0.01596,0.5784,0.83813,0.64702,-0.22898,0.8992,0.82802,0.62114,-0.02437,0.5407,0.83375,0.6324,-0.22619,0.8915,0.82813,0.62003,-0.04333,0.5424,0.8377,0.62946,-0.2096,0.8583,0.83599,0.61594,-0.02504,0.5626,0.89489,0.68766,-0.05456,1.0,0.86195,0.63662,0.05447,1.0,0.8194,0.73389,-0.17232,0.9868,0.77421,0.64663,-0.07539,0.97,0.82865,0.86831,-0.02976,0.985,0.78348,0.79823,0.07076,0.9581,0.8424,0.89555,-0.01656,0.8714,0.79595,0.82024,0.08503,0.8886,0.79833,0.92496,-0.06668,0.9751,0.74295,0.83954,0.05421,0.9537,right
324,21.6,1,0.95187,0.44743,-0.19251,0.9999,0.96382,0.44243,-0.20128,0.9998,0.96711,0.44526,-0.20124,0.9997,0.97018,0.44734,-0.20128,0.9998,0.95668,0.43387,-0.18416,0.9996,0.95994,0.43059,-0.18419,0.9994,0.95849,0.42819,-0.18424,0.9997,0.98175,0.46325,-0.1963,0.9998,0.96448,0.43974,-0.11584,0.9996,0.95318,0.47312,-0.18611,0.9999,0.94601,0.46614,-0.16296,0.9998,0.98405,0.56532,-0.20114,1.0,0.92452,0.48963,-0.03535,1.0,0.92375,0.6352,-0.21847,0.9812,0.88001,0.56407,0.02981,0.4546,0.85865,0.63538,-0.21594,0.9191,0.84746,0.60696,0.00152,0.5303,0.83803,0.64574,-0.23071,0.8804,0.82867,0.61942,-0.00498,0.504,0.83385,0.63115,-0.22801,0.8713,0.83207,0.6151,-0.02342,0.5056,0.83786,0.62848,-0.2121,0.8333,0.83728,0.61518,-0.00704,0.5267,0.89542,0.68768,-0.05506,1.0,0.86107,0.63784,0.05498,1.0,0.81904,0.73334,-0.1685,0.9844,0.77661,0.65044,-0.08014,0.9638,0.8321,0.87501,-0.03144,0.9832,0.783,0.80024,0.06581,0.955,0.84314,0.89472,-0.01883,0.8551,0.79561,0.82238,0.07988,0.886,0.79893,0.92642,-0.07028,0.9731,0.7432,0.83917,0.0479,0.9533,right
325,21.6667,1,0.95069,0.44551,-0.15213,0.9999,0.96314,0.44056,-0.15918,0.9998,0.96665,0.44339,-0.15916,0.9998,0.97096,0.44646,-0.15919,0.9999,0.95567,0.43226,-0.14264,0.9997,0.95414,0.4296,-0.14266,0.9996,0.95259,0.42684,-0.14271,0.9998,0.98123,0.46248,-0.15296,0.9999,0.96289,0.44042,-0.07552,0.9997,0.95332,0.46953,-0.14624,1.0,0.9464,0.46191,-0.12391,0.9999,0.9839,0.56339,-0.16342,1.0,0.92257,0.49177,-0.00694,0.9999,0.92834,0.63916,-0.18483,0.9854,0.87838,0.56691,0.038,0.5077,0.85784,0.63586,-0.18119,0.9301,0.84514,0.60824,-0.00908,0.5434,0.838,0.64691,-0.19642,0.8834,0.82623,0.62057,-0.01948,0.507,0.83336,0.63203,-0.19178,0.8731,0.82888,0.6154,-0.03755,0.5064,0.838,0.62669,-0.17674,0.8423,0.83403,0.61565,-0.01811,0.5263,0.89301,0.68688,-0.05296,1.0,0.85928,0.63582,0.0529,1.0,0.81935,0.73325,-0.17376,0.9856,0.77455,0.64885,-0.08499,0.9638,0.8293,0.85814,-0.03263,0.9793,0.78066,0.79474,0.0546,0.953,0.84049,0.88314,-0.01936,0.8772,0.79305,0.8123,0.06778,0.8921,0.80071,0.92311,-0.0662,0.9705,0.74749,0.83997,0.03221,0.9518,right
326,21.7333,1,0.95165,0.44124,-0.15824,0.9999,0.96562,0.4352,-0.16656,0.9998,0.96975,0.43951,-0.16654,0.9998,0.97275,0.44253,-0.16658,0.9999,0.96623,0.42999,-0.14886,0.9997,0.96515,0.42841,-0.14889,0.9996,0.96404,0.42677,-0.14894,0.9998,0.98288,0.46332,-0.16682,0.9998,0.96496,0.44165,-0.08452,0.9997,0.95581,0.46901,-0.15479,0.9999,0.94889,0.46065,-0.13111,0.9997,0.98238,0.56734,-0.17677,1.0,0.92272,0.49114,-0.01588,0.9999,0.91826,0.6374,-0.19034,0.9731,0.87853,0.56567,0.03448,0.4682,0.85276,0.6347,-0.17718,0.8719,0.84358,0.60865,0.00128,0.4113,0.83435,0.64573,-0.19043,0.8143,0.82816,0.62292,-0.00562,0.3754,0.83028,0.63071,-0.18524,0.8011,0.83065,0.61814,-0.02201,0.3756,0.83415,0.62565,-0.17235,0.7608,0.83366,0.61633,-0.00657,0.4022,0.89215,0.68472,-0.05654,1.0,0.86133,0.63468,0.0564,1.0,0.81806,0.73071,-0.16386,0.9805,0.77617,0.65174,-0.05419,0.9216,0.83041,0.87115,-0.03902,0.9779,0.78177,0.79753,0.07847,0.9142,0.84451,0.89434,-0.02695,0.8648,0.79541,0.81632,0.09161,0.8313,0.79794,0.92469,-0.07086,0.9669,0.74383,0.83701,0.06356,0.9247,right
327,21.8,1,0.95001,0.4481,-0.20517,0.9999,0.96176,0.44279,-0.21385,0.9999,0.96537,0.44584,-0.2138,0.9999,0.96958,0.44891,-0.21383,0.9999,0.95418,0.43349,-0.19627,0.9998,0.95236,0.43006,-0.1963,0.9997,0.95089,0.42671,-0.19633,0.9998,0.98146,0.46485,-0.20722,0.9999,0.96312,0.43893,-0.12471,0.9998,0.95254,0.47231,-0.19821,1.0,0.94434,0.46646,-0.17444,0.9999,0.98256,0.57219,-0.20692,1.0,0.92477,0.48862,-0.0449,1.0,0.91754,0.63384,-0.21604,0.9784,0.8791,0.56304,0.0143,0.558,0.85545,0.63353,-0.20579,0.9104,0.846,0.60784,-0.01803,0.5778,0.83533,0.64497,-0.21958,0.8666,0.82946,0.62307,-0.02526,0.5343,0.83033,0.63219,-0.21708,0.8593,0.82938,0.6224,-0.04153,0.5348,0.8343,0.62766,-0.20178,0.8234,0.83682,0.61751,-0.02563,0.5593,0.89293,0.68645,-0.05341,1.0,0.86289,0.6321,0.05327,1.0,0.8189,0.73457,-0.17427,0.9845,0.774,0.64754,-0.06717,0.9661,0.83068,0.87167,-0.02771,0.9844,0.78147,0.79445,0.08512,0.9535,0.84333,0.89725,-0.01386,0.8783,0.79511,0.81571,0.10031,0.8801,0.79694,0.92425,-0.06234,0.9743,0.74504,0.84153,0.07237,0.9468,right
328,21.8667,1,0.94924,0.44996,-0.16001,0.9999,0.96122,0.44255,-0.16853,0.9998,0.96521,0.44552,-0.1685,0.9998,0.96878,0.44758,-0.16853,0.9999,0.95393,0.43539,-0.1518,0.9997,0.95242,0.4328,-0.15181,0.9996,0.95105,0.43023,-0.15185,0.9997,0.98079,0.46207,-0.165,0.9999,0.96233,0.44141,-0.08592,0.9996,0.9517,0.47341,-0.15444,0.9999,0.94456,0.4668,-0.1317,0.9998,0.98248,0.55858,-0.17333,1.0,0.92345,0.4902,-0.0127,1.0,0.92646,0.63516,-0.18966,0.9845,0.87973,0.56393,0.03783,0.4385,0.85917,0.63491,-0.17983,0.9251,0.84668,0.60726,0.00024,0.4996,0.83839,0.64648,-0.1935,0.8834,0.82819,0.61958,-0.00692,0.4734,0.83384,0.63149,-0.18932,0.8737,0.8284,0.61872,-0.02557,0.4748,0.83784,0.62845,-0.17517,0.8389,0.83647,0.61467,-0.00857,0.496,0.89477,0.68697,-0.05543,1.0,0.86093,0.637,0.05534,1.0,0.81852,0.73203,-0.17151,0.9891,0.77365,0.64349,-0.05912,0.9666,0.83212,0.87378,-0.04008,0.9858,0.77935,0.79308,0.07196,0.9619,0.84319,0.89477,-0.02769,0.8727,0.79442,0.81802,0.08456,0.9001,0.79988,0.92683,-0.07265,0.9783,0.74196,0.83699,0.05654,0.959,right
329,21.9333,1,0.94995,0.44532,-0.17492,0.9999,0.9624,0.43993,-0.18447,0.9998,0.96583,0.44275,-0.18444,0.9998,0.96895,0.44491,-0.18448,0.9999,0.95532,0.43137,-0.16621,0.9997,0.95403,0.42864,-0.16623,0.9996,0.95911,0.42657,-0.16627,0.9998,0.98137,0.46123,-0.18588,0.9999,0.96374,0.43946,-0.10009,0.9997,0.95325,0.47006,-0.17137,0.9999,0.94618,0.46295,-0.14673,0.9998,0.98297,0.57109,-0.19268,1.0,0.92404,0.49078,-0.02741,0.9999,0.9172,0.63895,-0.2062,0.9782,0.87962,0.56568,0.02448,0.4764,0.85385,0.6352,-0.19097,0.8838,0.84756,0.6077,-0.01249,0.4641,0.83488,0.64545,-0.20436,0.8312,0.83051,0.62367,-0.02011,0.4318,0.83151,0.63123,-0.20024,0.8192,0.83364,0.61825,-0.03771,0.4334,0.83402,0.6284,-0.18641,0.7812,0.8369,0.61598,-0.02089,0.4594,0.8933,0.68667,-0.05614,1.0,0.86151,0.63435,0.05601,1.0,0.81624,0.72467,-0.1762,0.9869,0.77716,0.64795,-0.06002,0.9467,0.82952,0.86727,-0.03595,0.9813,0.78034,0.79536,0.07477,0.9422,0.84376,0.89352,-0.02245,0.8445,0.79146,0.81382,0.08793,0.8597,0.79643,0.92427,-0.06777,0.9708,0.74471,0.84297,0.05718,0.945,right
330,22.0,1,0.94841,0.4512,-0.17584,0.9999,0.95961,0.44434,-0.18448,0.9998,0.9635,0.44732,-0.18445,0.9998,0.96746,0.44899,-0.18448,0.9999,0.95251,0.43619,-0.16758,0.9997,0.95101,0.43341,-0.16759,0.9996,0.94972,0.43072,-0.16763,0.9997,0.98075,0.46317,-0.17907,0.9999,0.96318,0.44287,-0.09878,0.9996,0.95117,0.47465,-0.16919,0.9999,0.94398,0.46808,-0.14615,0.9998,0.9851,0.56731,-0.18415,1.0,0.92424,0.48882,-0.0216,1.0,0.92229,0.63567,-0.19955,0.9833,0.87958,0.56349,0.03238,0.4612,0.85775,0.63529,-0.19282,0.9211,0.84668,0.60851,-0.00392,0.526,0.83688,0.64596,-0.20684,0.8787,0.83029,0.62358,-0.01058,0.4984,0.83228,0.63331,-0.20343,0.8701,0.83013,0.62248,-0.02856,0.5006,0.83686,0.62873,-0.18846,0.8334,0.83772,0.61729,-0.01226,0.5203,0.8924,0.68736,-0.05569,1.0,0.8599,0.6364,0.05555,1.0,0.81884,0.73474,-0.17648,0.9875,0.77324,0.64699,-0.05644,0.9629,0.8306,0.87315,-0.04158,0.9841,0.78122,0.79739,0.07416,0.9532,0.84371,0.89918,-0.02867,0.8435,0.7932,0.82074,0.08704,0.8723,0.79661,0.92422,-0.0766,0.9748,0.73961,0.83714,0.05736,0.9511,right
331,22.0667,1,0.95026,0.44739,-0.17949,0.9999,0.96142,0.44159,-0.18862,0.9999,0.96533,0.44467,-0.18857,0.9999,0.96875,0.44695,-0.18861,0.9999,0.95464,0.43329,-0.17119,0.9998,0.95299,0.43016,-0.17122,0.9998,0.95172,0.42708,-0.17127,0.9999,0.98191,0.46289,-0.18527,0.9999,0.96425,0.43863,-0.10375,0.9998,0.95305,0.47178,-0.1738,1.0,0.94468,0.46593,-0.15037,0.9999,0.98368,0.56883,-0.18599,1.0,0.92507,0.48831,-0.03243,1.0,0.92027,0.63657,-0.19861,0.9742,0.87976,0.56327,0.01724,0.5083,0.8551,0.63563,-0.18824,0.8739,0.84522,0.60903,-0.02148,0.4978,0.83514,0.64588,-0.20114,0.81,0.82931,0.62329,-0.03019,0.4601,0.83133,0.63139,-0.19759,0.7991,0.82923,0.62235,-0.04591,0.4608,0.83429,0.62905,-0.18393,0.761,0.83663,0.61811,-0.02905,0.4839,0.89337,0.68771,-0.05154,0.9999,0.86227,0.63344,0.05139,1.0,0.81892,0.734,-0.15945,0.9821,0.77697,0.65487,-0.07951,0.9585,0.83278,0.86844,-0.02207,0.9783,0.78202,0.79605,0.06733,0.9445,0.84352,0.88745,-0.00882,0.8522,0.79506,0.81552,0.0821,0.8535,0.79746,0.92253,-0.05727,0.9682,0.7492,0.84975,0.04959,0.9453,right
332,22.1333,1,0.94958,0.44913,-0.16241,0.9999,0.96275,0.44137,-0.17066,0.9998,0.96606,0.44393,-0.17062,0.9998,0.9692,0.44587,-0.17067,0.9998,0.95548,0.43365,-0.15364,0.9996,0.95392,0.43097,-0.15365,0.9995,0.95775,0.43024,-0.1537,0.9997,0.98096,0.46165,-0.16555,0.9999,0.96288,0.44172,-0.0852,0.9996,0.95171,0.47267,-0.15636,0.9999,0.9443,0.4661,-0.13329,0.9998,0.98229,0.55952,-0.17602,1.0,0.92387,0.4906,-0.01207,0.9999,0.9261,0.63738,-0.19635,0.9808,0.8801,0.56598,0.03845,0.3844,0.8584,0.63696,-0.1912,0.8984,0.84692,0.60781,-0.00202,0.4091,0.83814,0.64783,-0.20516,0.8444,0.82721,0.61966,-0.00929,0.402,0.83345,0.63288,-0.20179,0.8332,0.83033,0.61477,-0.02774,0.4019,0.83734,0.63013,-0.18702,0.7984,0.83573,0.61538,-0.01096,0.4233,0.88952,0.68395,-0.05423,1.0,0.85645,0.63702,0.05412,1.0,0.81885,0.73347,-0.18729,0.9893,0.77608,0.65544,-0.07122,0.964,0.83242,0.86431,-0.02879,0.9765,0.78342,0.79454,0.07531,0.9305,0.84713,0.88528,-0.01276,0.8365,0.79459,0.81088,0.09025,0.8384,0.80314,0.93018,-0.0505,0.9615,0.7501,0.84276,0.06621,0.926,right
333,22.2,1,0.95098,0.44114,-0.16196,0.9999,0.9636,0.43696,-0.17187,0.9998,0.96683,0.44017,-0.17183,0.9998,0.96978,0.44284,-0.17186,0.9999,0.95693,0.42879,-0.15298,0.9997,0.95574,0.42667,-0.153,0.9996,0.95481,0.42463,-0.15305,0.9998,0.98131,0.46245,-0.17695,0.9999,0.9665,0.44278,-0.08849,0.9997,0.95389,0.4683,-0.1603,0.9999,0.9474,0.46073,-0.13482,0.9998,0.98411,0.56783,-0.18455,1.0,0.92473,0.49199,-0.02263,0.9999,0.92603,0.63856,-0.19672,0.9713,0.8799,0.56012,0.02188,0.4931,0.85967,0.63162,-0.18175,0.856,0.84492,0.60538,-0.02157,0.456,0.83804,0.64246,-0.1954,0.7904,0.82862,0.61484,-0.03074,0.4249,0.83366,0.62955,-0.19167,0.7759,0.83101,0.61766,-0.0483,0.4236,0.83813,0.62502,-0.17738,0.7412,0.83806,0.60999,-0.03023,0.4564,0.89076,0.68598,-0.0555,1.0,0.85986,0.63685,0.05536,1.0,0.8106,0.73022,-0.1742,0.9852,0.77519,0.64349,-0.04487,0.9335,0.82912,0.86498,-0.03209,0.9772,0.78362,0.79647,0.08801,0.9218,0.8449,0.88988,-0.01828,0.8452,0.79447,0.8179,0.10109,0.8363,0.79823,0.92797,-0.06139,0.9632,0.74636,0.84143,0.07231,0.9234,right
334,22.2667,1,0.94911,0.449,-0.20022,0.9999,0.96172,0.44197,-0.20922,0.9997,0.96592,0.44551,-0.20917,0.9997,0.96933,0.44784,-0.20922,0.9998,0.95439,0.43292,-0.19255,0.9996,0.95293,0.43001,-0.19257,0.9994,0.95699,0.42868,-0.19261,0.9996,0.981,0.46296,-0.20352,0.9998,0.96379,0.4406,-0.12439,0.9994,0.95174,0.47491,-0.19336,0.9999,0.94438,0.46723,-0.17065,0.9997,0.98287,0.57174,-0.20313,1.0,0.92449,0.48939,-0.04828,0.9999,0.91935,0.63775,-0.21723,0.975,0.88165,0.56134,0.00064,0.4016,0.85908,0.63357,-0.20381,0.8726,0.84641,0.60508,-0.03894,0.3817,0.8369,0.64439,-0.21648,0.8141,0.83008,0.62091,-0.04715,0.3704,0.83385,0.63058,-0.2134,0.8017,0.83297,0.6161,-0.0654,0.3699,0.83861,0.62474,-0.19948,0.7663,0.83793,0.61559,-0.04767,0.4031,0.89033,0.68649,-0.05496,0.9999,0.86139,0.63535,0.05483,0.9999,0.81651,0.73162,-0.17144,0.9842,0.7806,0.64227,-0.04842,0.9391,0.83171,0.87206,-0.03099,0.9725,0.78229,0.7916,0.08046,0.9369,0.84482,0.89293,-0.01753,0.8044,0.79286,0.8129,0.09302,0.8535,0.80169,0.93844,-0.06079,0.9576,0.74214,0.83468,0.06473,0.9358,right
335,22.3333,1,0.95051,0.44654,-0.16526,0.9999,0.9619,0.44205,-0.17385,0.9998,0.96565,0.44543,-0.17382,0.9998,0.96891,0.44785,-0.17385,0.9998,0.95539,0.43349,-0.15625,0.9997,0.95381,0.43047,-0.15627,0.9996,0.95255,0.4275,-0.15632,0.9997,0.9806,0.46322,-0.17039,0.9999,0.96338,0.44084,-0.08767,0.9997,0.95256,0.47144,-0.15996,0.9999,0.94487,0.46506,-0.13617,0.9998,0.9828,0.55891,-0.17799,1.0,0.92429,0.49101,-0.01461,1.0,0.92504,0.63572,-0.19906,0.9787,0.87908,0.56517,0.03149,0.4476,0.85925,0.63524,-0.19122,0.879,0.84549,0.60834,-0.01275,0.4739,0.83696,0.64593,-0.20543,0.8148,0.82899,0.62178,-0.02131,0.4508,0.83314,0.63106,-0.2008,0.7997,0.83176,0.61734,-0.0394,0.4475,0.83839,0.62663,-0.18673,0.7623,0.83508,0.61585,-0.02155,0.4683,0.89158,0.68669,-0.05737,1.0,0.86169,0.6387,0.05727,1.0,0.81556,0.72856,-0.17805,0.9844,0.77513,0.65281,-0.05763,0.9416,0.82984,0.8632,-0.04973,0.9751,0.78043,0.79495,0.0618,0.9322,0.84522,0.8879,-0.03719,0.8467,0.79206,0.81102,0.0733,0.8525,0.79954,0.92485,-0.08028,0.9642,0.74653,0.84547,0.04112,0.9338,right
336,22.4,1,0.95101,0.44394,-0.18017,0.9999,0.96337,0.4391,-0.19042,0.9999,0.96659,0.44213,-0.19038,0.9999,0.97063,0.44561,-0.19042,0.9999,0.95659,0.43091,-0.17221,0.9998,0.95538,0.42852,-0.17223,0.9998,0.95995,0.42685,-0.17227,0.9999,0.98085,0.46278,-0.19211,0.9999,0.96637,0.44189,-0.1069,0.9998,0.95406,0.47036,-0.17671,1.0,0.94738,0.4633,-0.15217,0.9999,0.98367,0.57023,-0.19469,1.0,0.92622,0.49142,-0.03772,0.9999,0.91902,0.63615,-0.2048,0.9674,0.88135,0.56082,0.00149,0.5279,0.85428,0.63403,-0.18441,0.8235,0.84404,0.60891,-0.04268,0.4671,0.83446,0.64576,-0.19699,0.742,0.82822,0.62344,-0.05218,0.4308,0.83098,0.63184,-0.19301,0.7268,0.83076,0.6196,-0.06938,0.429,0.83545,0.62724,-0.17991,0.6972,0.8336,0.61767,-0.05116,0.4609,0.89022,0.6864,-0.05451,1.0,0.861,0.63601,0.05435,1.0,0.81602,0.72595,-0.18181,0.9848,0.77593,0.6432,-0.04561,0.9376,0.82982,0.86636,-0.041,0.9756,0.78432,0.79684,0.08303,0.9254,0.84506,0.89106,-0.0272,0.8547,0.7969,0.81263,0.09569,0.8405,0.79892,0.92609,-0.06883,0.9628,0.74592,0.84586,0.06764,0.9245,right
337,22.4667,1,0.94968,0.45108,-0.17716,0.9999,0.9619,0.44342,-0.18553,0.9998,0.96596,0.44687,-0.1855,0.9998,0.96973,0.44941,-0.18554,0.9999,0.95408,0.43538,-0.16866,0.9997,0.95248,0.43266,-0.16868,0.9996,0.95109,0.43006,-0.16871,0.9997,0.98174,0.46451,-0.17897,0.9999,0.96346,0.44224,-0.09866,0.9997,0.95223,0.47543,-0.17025,1.0,0.94469,0.46814,-0.14719,0.9998,0.98441,0.57099,-0.1825,1.0,0.92378,0.49018,-0.02401,0.9999,0.92481,0.64116,-0.20066,0.9832,0.87852,0.56484,0.02217,0.4331,0.86023,0.63257,-0.19141,0.9028,0.84718,0.60467,-0.02137,0.4377,0.83767,0.64436,-0.20514,0.8446,0.83039,0.62078,-0.0302,0.4186,0.83429,0.63021,-0.20108,0.8326,0.83318,0.61571,-0.04833,0.417,0.83939,0.62407,-0.18684,0.799,0.83814,0.6149,-0.03019,0.4452,0.88912,0.6865,-0.05624,0.9999,0.85698,0.63567,0.05613,1.0,0.81249,0.72488,-0.17975,0.9879,0.77237,0.64535,-0.05088,0.9495,0.83122,0.86873,-0.04013,0.9755,0.78031,0.79347,0.07073,0.9404,0.84436,0.89139,-0.02635,0.8359,0.79274,0.81301,0.08269,0.8625,0.79826,0.92892,-0.06705,0.9612,0.74082,0.83331,0.05265,0.9345,right
338,22.5333,1,0.95086,0.44444,-0.18682,0.9999,0.96287,0.44019,-0.1955,0.9997,0.96719,0.44406,-0.19546,0.9997,0.97018,0.44641,-0.1955,0.9998,0.95619,0.43123,-0.17859,0.9996,0.96153,0.4279,-0.17862,0.9994,0.96024,0.42581,-0.17866,0.9996,0.98192,0.4623,-0.19126,0.9998,0.96556,0.43767,-0.11127,0.9994,0.95365,0.46967,-0.18095,0.9999,0.94596,0.46008,-0.15798,0.9998,0.98233,0.57085,-0.19365,1.0,0.92544,0.48905,-0.03997,0.9999,0.91998,0.63782,-0.2132,0.981,0.88177,0.55913,0.00157,0.4523,0.8573,0.63501,-0.20352,0.9097,0.84607,0.60475,-0.04377,0.4428,0.83565,0.64507,-0.2178,0.859,0.82983,0.62164,-0.05429,0.4222,0.83311,0.63218,-0.21435,0.8478,0.83262,0.61699,-0.07231,0.4209,0.83753,0.62653,-0.19915,0.8192,0.84253,0.61089,-0.05259,0.4559,0.88926,0.68486,-0.05537,0.9999,0.85932,0.63428,0.05525,1.0,0.81133,0.72201,-0.17904,0.9864,0.7792,0.64241,-0.05697,0.9397,0.83088,0.87098,-0.03353,0.9749,0.78026,0.79519,0.07323,0.9426,0.84406,0.89345,-0.01951,0.8336,0.79414,0.82016,0.08586,0.8754,0.79795,0.92871,-0.06162,0.9617,0.74194,0.83378,0.05489,0.9419,right
339,22.6,1,0.95033,0.44408,-0.15344,0.9999,0.96175,0.43882,-0.16181,0.9998,0.96596,0.44247,-0.16178,0.9998,0.96912,0.44473,-0.16181,0.9999,0.95551,0.43117,-0.14459,0.9997,0.9544,0.42892,-0.14461,0.9996,0.95889,0.42695,-0.14463,0.9997,0.97987,0.46089,-0.16051,0.9999,0.9633,0.4416,-0.07889,0.9996,0.95374,0.4705,-0.14925,1.0,0.94614,0.46443,-0.12579,0.9998,0.98174,0.56907,-0.17031,1.0,0.92515,0.49096,-0.01214,0.9999,0.92052,0.64139,-0.19101,0.9824,0.88203,0.55864,0.02496,0.4212,0.85795,0.63218,-0.1823,0.9218,0.85319,0.60127,-0.02601,0.4344,0.83658,0.64364,-0.19732,0.8756,0.83441,0.61525,-0.03701,0.4184,0.8333,0.62985,-0.1936,0.8647,0.83391,0.6147,-0.05565,0.4169,0.8378,0.62429,-0.17804,0.8365,0.84412,0.60815,-0.03548,0.4466,0.88887,0.68398,-0.05631,1.0,0.8574,0.63494,0.05621,1.0,0.815,0.72888,-0.18113,0.9892,0.77491,0.65112,-0.04979,0.952,0.8308,0.87197,-0.03778,0.9781,0.78376,0.7994,0.07122,0.9451,0.84404,0.89432,-0.02414,0.8318,0.79519,0.81772,0.08281,0.8791,0.79773,0.93243,-0.06815,0.9656,0.7455,0.84075,0.05196,0.9452,right
