frame,timestamp_sec,person_id,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis,side
145,9.6667,1,0.96123,0.43773,-0.13865,0.9993,0.97082,0.43263,-0.14758,0.9988,0.97079,0.43787,-0.14758,0.9988,0.97506,0.44314,-0.14761,0.9991,0.96741,0.42922,-0.12999,0.9978,0.96659,0.42857,-0.13,0.9972,0.96575,0.42787,-0.13005,0.998,0.97781,0.4578,-0.1551,0.9993,0.96514,0.44274,-0.07246,0.9974,0.95642,0.4612,-0.13847,0.9996,0.94883,0.45924,-0.11475,0.9987,0.97102,0.55503,-0.17564,1.0,0.92294,0.48833,-0.00873,0.9998,0.91922,0.63252,-0.19746,0.9615,0.8814,0.56672,0.03392,0.2988,0.85863,0.62935,-0.19132,0.8556,0.84943,0.60639,0.00021,0.2585,0.83782,0.64076,-0.20734,0.8099,0.83416,0.62164,-0.00574,0.2482,0.83382,0.62712,-0.20265,0.7954,0.83412,0.61933,-0.02574,0.2504,0.83693,0.62374,-0.18717,0.7462,0.84069,0.61253,-0.00935,0.2783,0.8914,0.67617,-0.0599,1.0,0.86009,0.63052,0.0598,0.9999,0.81686,0.72452,-0.17292,0.9807,0.77599,0.65123,-0.03503,0.8903,0.8305,0.8711,-0.05166,0.974,0.77846,0.79046,0.07676,0.9049,0.84348,0.89344,-0.04061,0.8017,0.79204,0.81675,0.08691,0.8213,0.8003,0.92439,-0.08628,0.9609,0.73752,0.82206,0.05613,0.9203,right
146,9.7333,1,0.96265,0.44047,-0.14381,0.9995,0.97246,0.43568,-0.1521,0.9991,0.97423,0.44092,-0.15209,0.9991,0.97564,0.44303,-0.15213,0.9993,0.96879,0.43207,-0.13405,0.9983,0.96791,0.4314,-0.13406,0.9978,0.96699,0.43066,-0.13411,0.9985,0.97926,0.45861,-0.15795,0.9995,0.96956,0.44675,-0.07296,0.9982,0.95958,0.46397,-0.14316,0.9997,0.9494,0.45961,-0.11876,0.9991,0.97989,0.56231,-0.17659,1.0,0.92647,0.48996,-0.00851,0.9998,0.91985,0.63299,-0.20243,0.9711,0.87965,0.56368,0.03521,0.4224,0.85969,0.63135,-0.20265,0.8913,0.84962,0.60616,-0.00205,0.3855,0.83809,0.64203,-0.2202,0.8531,0.83374,0.61993,-0.00932,0.3583,0.83345,0.62743,-0.21522,0.8407,0.83337,0.61802,-0.02866,0.3599,0.83625,0.6242,-0.1984,0.7957,0.83969,0.61208,-0.01131,0.3901,0.89203,0.67797,-0.0619,1.0,0.85963,0.63004,0.06177,0.9999,0.81712,0.72025,-0.1946,0.9814,0.77657,0.64909,-0.04133,0.8763,0.82975,0.8696,-0.07761,0.9755,0.78098,0.79457,0.0646,0.8761,0.84072,0.897,-0.06673,0.8093,0.79426,0.819,0.07445,0.8049,0.79591,0.93881,-0.11521,0.9629,0.74478,0.83655,0.04322,0.9011,right
147,9.8,1,0.95687,0.4374,-0.16278,0.9996,0.96659,0.43265,-0.17372,0.9993,0.9688,0.43527,-0.1737,0.9993,0.97101,0.44606,-0.17373,0.9995,0.95768,0.43288,-0.1541,0.9987,0.96236,0.42853,-0.15412,0.9984,0.96158,0.42787,-0.15417,0.9989,0.97609,0.45799,-0.1848,0.9996,0.96342,0.44411,-0.09292,0.9985,0.95191,0.46696,-0.16331,0.9998,0.94579,0.4606,-0.13694,0.9992,0.97057,0.56172,-0.19746,1.0,0.92603,0.48867,-0.02472,0.9999,0.9131,0.63285,-0.21533,0.9678,0.88367,0.55839,0.02677,0.3662,0.85763,0.63044,-0.20468,0.8757,0.85059,0.60491,-0.001,0.3191,0.83735,0.64129,-0.22023,0.8297,0.83253,0.6177,-0.00507,0.2992,0.83351,0.62607,-0.21544,0.8167,0.83638,0.61109,-0.02452,0.3011,0.83649,0.62244,-0.20029,0.7671,0.84091,0.6105,-0.00997,0.3361,0.89259,0.67963,-0.06226,1.0,0.86171,0.63198,0.06212,0.9999,0.81643,0.72309,-0.17467,0.9832,0.774,0.64655,-0.01815,0.8967,0.82977,0.87096,-0.04637,0.9753,0.77698,0.78983,0.09544,0.9051,0.8408,0.89768,-0.03421,0.8137,0.79055,0.81364,0.10622,0.8239,0.79463,0.92194,-0.07612,0.9604,0.73911,0.8221,0.07979,0.9157,right
148,9.8667,1,0.96119,0.43852,-0.17302,0.9997,0.9715,0.43358,-0.18318,0.9995,0.97303,0.44094,-0.18316,0.9995,0.97735,0.44587,-0.1832,0.9996,0.96757,0.42925,-0.1646,0.999,0.96663,0.42827,-0.16462,0.9987,0.96565,0.42724,-0.16466,0.9991,0.98103,0.45719,-0.18966,0.9997,0.9667,0.44398,-0.10243,0.9989,0.95841,0.46441,-0.17169,0.9998,0.94712,0.45983,-0.14665,0.9994,0.9807,0.56751,-0.20238,1.0,0.92986,0.48623,-0.03018,0.9999,0.91635,0.63335,-0.21928,0.9633,0.88363,0.55785,0.02381,0.3983,0.85576,0.63001,-0.20641,0.8471,0.85027,0.6065,0.00044,0.3184,0.83642,0.64074,-0.22117,0.8003,0.83256,0.61877,-0.00324,0.2959,0.83218,0.62604,-0.21691,0.7865,0.83587,0.61268,-0.02179,0.2988,0.83479,0.62261,-0.20207,0.7372,0.84042,0.61217,-0.00807,0.3334,0.89368,0.6804,-0.06156,1.0,0.8624,0.63293,0.06141,1.0,0.81662,0.72173,-0.1832,0.9832,0.77363,0.64747,-0.02667,0.9011,0.82921,0.86902,-0.05291,0.9782,0.7773,0.79143,0.08972,0.913,0.83997,0.89586,-0.04058,0.8321,0.79176,0.81652,0.10069,0.8338,0.79575,0.92044,-0.08484,0.967,0.73804,0.82626,0.07223,0.9235,right
149,9.9333,1,0.95732,0.43864,-0.1635,0.9995,0.96733,0.43339,-0.17376,0.9993,0.96928,0.44462,-0.17374,0.9993,0.97165,0.44638,-0.17379,0.9995,0.9581,0.43368,-0.15495,0.9986,0.96246,0.4286,-0.15497,0.9983,0.96149,0.4277,-0.15501,0.9988,0.97672,0.45825,-0.18162,0.9996,0.9625,0.44515,-0.09328,0.9984,0.95466,0.46921,-0.16281,0.9998,0.94622,0.46126,-0.13748,0.9991,0.97862,0.56131,-0.19447,1.0,0.92535,0.48904,-0.02369,0.9998,0.91283,0.63286,-0.21348,0.9603,0.88038,0.56362,0.02796,0.3451,0.85578,0.63156,-0.20265,0.8223,0.84998,0.60612,0.00367,0.2511,0.83696,0.64129,-0.21716,0.7657,0.83191,0.61854,0.0008,0.2367,0.8327,0.62597,-0.21121,0.7493,0.83582,0.61185,-0.01755,0.238,0.83525,0.62255,-0.19771,0.6967,0.84011,0.6114,-0.00474,0.2711,0.89257,0.67946,-0.06253,1.0,0.86127,0.63223,0.06238,0.9999,0.81553,0.72143,-0.18028,0.9761,0.774,0.64572,-0.01653,0.8409,0.82948,0.87003,-0.05932,0.9657,0.77659,0.78924,0.09021,0.855,0.83823,0.89133,-0.04766,0.7855,0.79076,0.81357,0.10042,0.7685,0.79528,0.92098,-0.08974,0.9496,0.73823,0.82033,0.07335,0.8803,right
150,10.0,1,0.96103,0.44281,-0.16835,0.9995,0.97119,0.43806,-0.17764,0.9992,0.97256,0.44171,-0.17762,0.9992,0.97695,0.44702,-0.17767,0.9994,0.96733,0.43376,-0.15964,0.9984,0.96639,0.4328,-0.15966,0.998,0.96541,0.43178,-0.1597,0.9986,0.97866,0.46003,-0.18209,0.9995,0.96604,0.44517,-0.09748,0.9982,0.96056,0.46304,-0.16646,0.9997,0.94716,0.4601,-0.14221,0.9991,0.97199,0.56638,-0.19433,1.0,0.92737,0.49035,-0.02874,0.9998,0.9152,0.63306,-0.21463,0.9619,0.88399,0.55682,0.01846,0.4137,0.85701,0.63038,-0.20517,0.8386,0.84823,0.60087,-0.01227,0.328,0.83715,0.64158,-0.22064,0.79,0.83198,0.61649,-0.01749,0.3033,0.83275,0.62608,-0.21532,0.7752,0.83547,0.61031,-0.0366,0.3061,0.83495,0.62225,-0.20063,0.7254,0.84009,0.60953,-0.02118,0.3405,0.89044,0.67862,-0.06051,1.0,0.86059,0.63128,0.06036,0.9999,0.81484,0.72188,-0.18235,0.9811,0.77633,0.64995,-0.03051,0.8739,0.82828,0.86816,-0.06026,0.9763,0.77739,0.78889,0.08216,0.893,0.83937,0.89682,-0.04886,0.828,0.79071,0.81336,0.09284,0.8145,0.79399,0.93375,-0.09411,0.9624,0.73873,0.8217,0.06218,0.9113,right
151,10.0667,1,0.96154,0.44324,-0.18106,0.9995,0.97332,0.44305,-0.18859,0.9992,0.97474,0.44527,-0.18858,0.9992,0.97604,0.44677,-0.18863,0.9995,0.96713,0.43378,-0.17215,0.9986,0.96596,0.43259,-0.17218,0.9981,0.96476,0.43135,-0.17223,0.9987,0.97899,0.46165,-0.18747,0.9996,0.96658,0.44685,-0.10964,0.9984,0.95687,0.46846,-0.17728,0.9997,0.94869,0.45968,-0.155,0.9991,0.96946,0.56652,-0.1975,1.0,0.92369,0.48803,-0.03972,0.9998,0.91255,0.6378,-0.22407,0.947,0.88026,0.56288,0.01805,0.3428,0.85511,0.6316,-0.22474,0.7825,0.84724,0.60283,0.00734,0.2672,0.83515,0.64379,-0.2399,0.734,0.83159,0.61733,0.00532,0.254,0.83092,0.63024,-0.2349,0.7159,0.8305,0.61644,-0.01313,0.255,0.83502,0.62554,-0.22067,0.6584,0.8388,0.61155,-0.00073,0.2869,0.88896,0.67843,-0.05865,1.0,0.85741,0.62708,0.05853,1.0,0.81293,0.71982,-0.19379,0.9777,0.77155,0.64333,-0.05172,0.8905,0.82705,0.86645,-0.06185,0.9711,0.77383,0.78499,0.0671,0.9079,0.83981,0.89095,-0.0494,0.7942,0.78979,0.81055,0.07831,0.8298,0.79655,0.93618,-0.09531,0.9567,0.73137,0.81922,0.04578,0.9197,right
152,10.1333,1,0.96349,0.44129,-0.18445,0.9993,0.97349,0.43675,-0.193,0.999,0.97514,0.44172,-0.19298,0.999,0.97915,0.44754,-0.19303,0.9993,0.96939,0.43214,-0.17586,0.9981,0.96833,0.43107,-0.17589,0.9975,0.96723,0.42994,-0.17596,0.9984,0.98113,0.45999,-0.19494,0.9995,0.96728,0.44447,-0.11416,0.9982,0.96278,0.4623,-0.18174,0.9997,0.95681,0.45522,-0.15862,0.9988,0.97142,0.56911,-0.20352,1.0,0.92704,0.48961,-0.04374,0.9998,0.90734,0.63331,-0.22704,0.94,0.88389,0.55834,0.01318,0.3827,0.85228,0.63275,-0.2235,0.7804,0.84749,0.60119,0.00249,0.2932,0.83297,0.64406,-0.2377,0.7309,0.83137,0.61695,0.00032,0.2705,0.82958,0.63037,-0.23235,0.7135,0.8347,0.61174,-0.01721,0.2713,0.83392,0.6258,-0.2191,0.6577,0.8392,0.61193,-0.00527,0.3072,0.88786,0.67927,-0.05956,1.0,0.8591,0.63054,0.05941,1.0,0.81174,0.71929,-0.18975,0.9778,0.77049,0.64275,-0.04683,0.8986,0.83077,0.87395,-0.06136,0.9698,0.77807,0.7907,0.07082,0.8849,0.84153,0.89363,-0.04913,0.7972,0.79351,0.81285,0.08235,0.8107,0.79623,0.9377,-0.09471,0.9528,0.73666,0.82581,0.05273,0.8945,right
153,10.2,1,0.96104,0.43945,-0.19022,0.9994,0.96914,0.44015,-0.20004,0.999,0.974,0.4463,-0.20002,0.999,0.97553,0.44804,-0.20007,0.9993,0.96741,0.43051,-0.18192,0.9981,0.96642,0.42952,-0.18194,0.9975,0.96541,0.42849,-0.182,0.9983,0.97916,0.46255,-0.20487,0.9995,0.96715,0.44703,-0.11956,0.998,0.95586,0.46845,-0.18831,0.9997,0.94811,0.45878,-0.16387,0.9989,0.96989,0.56423,-0.21434,1.0,0.92586,0.48812,-0.04613,0.9998,0.90675,0.63556,-0.23787,0.9383,0.88518,0.56184,0.00776,0.3304,0.85148,0.63105,-0.23179,0.7774,0.84936,0.60667,-0.00632,0.2758,0.83314,0.64358,-0.24611,0.7272,0.83411,0.62256,-0.00822,0.257,0.82988,0.63168,-0.24105,0.7094,0.83334,0.62156,-0.02698,0.258,0.83184,0.62762,-0.22748,0.6519,0.83928,0.61529,-0.01466,0.2911,0.88844,0.67748,-0.06087,1.0,0.86075,0.63032,0.06072,1.0,0.81643,0.72516,-0.19283,0.98,0.7792,0.64061,-0.04164,0.911,0.83088,0.87722,-0.05327,0.9717,0.78365,0.79523,0.08481,0.9064,0.84066,0.89704,-0.04026,0.784,0.79514,0.81012,0.09723,0.8411,0.79865,0.93114,-0.08623,0.9542,0.74451,0.8256,0.07182,0.9172,right
154,10.2667,1,0.95788,0.44012,-0.15711,0.9996,0.96802,0.43419,-0.16729,0.9994,0.97104,0.44416,-0.16727,0.9994,0.97457,0.44482,-0.1673,0.9996,0.96391,0.43066,-0.14902,0.9988,0.96293,0.42991,-0.14904,0.9985,0.96191,0.42911,-0.1491,0.999,0.97712,0.45866,-0.17485,0.9997,0.96604,0.4447,-0.08885,0.9989,0.9553,0.46641,-0.15624,0.9998,0.94677,0.4569,-0.13159,0.9994,0.97236,0.56358,-0.1849,1.0,0.92602,0.48773,-0.02299,0.9999,0.91257,0.63622,-0.20645,0.9556,0.88293,0.55945,0.02713,0.4429,0.85653,0.63567,-0.2039,0.8564,0.84974,0.60475,0.00303,0.4058,0.83607,0.64817,-0.2191,0.809,0.83296,0.61793,-0.00027,0.3732,0.83217,0.63241,-0.21361,0.794,0.83234,0.61725,-0.01922,0.3742,0.83618,0.62659,-0.19945,0.7431,0.83997,0.61281,-0.00562,0.4096,0.88793,0.67971,-0.05977,1.0,0.85903,0.63048,0.05962,1.0,0.81246,0.71973,-0.18719,0.9778,0.76992,0.64139,-0.03428,0.9112,0.83169,0.87301,-0.05494,0.9672,0.78079,0.78793,0.08346,0.8839,0.84189,0.89391,-0.0422,0.7857,0.79393,0.80926,0.09539,0.8149,0.7987,0.92905,-0.08342,0.9484,0.74474,0.83038,0.07251,0.8986,right
155,10.3333,1,0.96154,0.43766,-0.19882,0.9997,0.97186,0.43285,-0.2076,0.9995,0.97351,0.44194,-0.20757,0.9995,0.97495,0.4441,-0.20762,0.9997,0.96752,0.42794,-0.19023,0.999,0.96639,0.42669,-0.19026,0.9987,0.96522,0.42539,-0.19032,0.9991,0.98009,0.45829,-0.20751,0.9997,0.96619,0.4435,-0.12577,0.9989,0.95859,0.46452,-0.19484,0.9998,0.9478,0.45863,-0.17143,0.9993,0.97206,0.56155,-0.2147,1.0,0.92768,0.48254,-0.04842,0.9999,0.9117,0.63048,-0.2397,0.9627,0.88277,0.55866,0.01588,0.3475,0.8531,0.63163,-0.24127,0.8708,0.85,0.60557,0.00506,0.3333,0.83465,0.6423,-0.25696,0.831,0.8324,0.61952,0.00315,0.3154,0.8299,0.63026,-0.25322,0.8204,0.83551,0.61421,-0.01586,0.317,0.83355,0.62546,-0.23755,0.7679,0.84022,0.6142,-0.00324,0.349,0.8914,0.67375,-0.05982,1.0,0.86366,0.6264,0.05971,1.0,0.81572,0.72743,-0.1703,0.9844,0.77017,0.64615,-0.04789,0.9489,0.83214,0.87505,-0.02866,0.9831,0.77941,0.79044,0.08961,0.9438,0.84245,0.89528,-0.01564,0.8404,0.79245,0.81227,0.1029,0.8697,0.79925,0.93226,-0.06438,0.9691,0.74296,0.83489,0.07235,0.9415,right
156,10.4,1,0.94826,0.44797,-0.17584,0.9997,0.96248,0.44016,-0.18462,0.9995,0.96727,0.44458,-0.1846,0.9995,0.96974,0.4463,-0.18464,0.9997,0.95556,0.4354,-0.16644,0.9991,0.95352,0.43304,-0.16646,0.9987,0.95302,0.43164,-0.1665,0.9991,0.97464,0.4576,-0.18423,0.9998,0.96161,0.4429,-0.09862,0.9989,0.95194,0.4705,-0.17204,0.9999,0.94456,0.46285,-0.14751,0.9995,0.97612,0.55724,-0.1935,1.0,0.92413,0.48561,-0.02439,0.9999,0.90999,0.62924,-0.2162,0.9572,0.87939,0.5621,0.02444,0.3961,0.85634,0.63289,-0.21584,0.8322,0.848,0.6031,-0.01062,0.3481,0.83554,0.64679,-0.23192,0.7854,0.83246,0.61691,-0.01605,0.3246,0.83053,0.63237,-0.22915,0.7711,0.83174,0.61628,-0.03584,0.3265,0.83329,0.62679,-0.21254,0.7182,0.83857,0.61055,-0.01999,0.3581,0.88698,0.67913,-0.06165,1.0,0.85966,0.62807,0.06151,1.0,0.81152,0.71808,-0.20478,0.9794,0.77374,0.64645,-0.04321,0.8989,0.82999,0.8748,-0.07561,0.9694,0.77815,0.79048,0.06717,0.8842,0.83982,0.89939,-0.0633,0.8034,0.79184,0.81475,0.078,0.8175,0.79669,0.92613,-0.10895,0.9528,0.73778,0.82951,0.04934,0.9005,right
157,10.4667,1,0.96146,0.43892,-0.17547,0.9997,0.97141,0.43334,-0.18382,0.9994,0.9737,0.44319,-0.1838,0.9994,0.97521,0.44499,-0.18384,0.9996,0.96718,0.42911,-0.16695,0.9988,0.96608,0.42805,-0.16698,0.9984,0.96495,0.42694,-0.16704,0.9989,0.97935,0.45575,-0.18472,0.9996,0.96463,0.44278,-0.1053,0.9985,0.96023,0.46525,-0.17226,0.9998,0.95533,0.4524,-0.14951,0.9993,0.97431,0.55988,-0.19623,1.0,0.92724,0.48789,-0.03585,0.9998,0.91475,0.63183,-0.22115,0.9691,0.87989,0.55856,0.01197,0.4617,0.85494,0.63396,-0.22475,0.913,0.8464,0.60596,-0.01727,0.4862,0.83525,0.64634,-0.24213,0.8805,0.83032,0.61948,-0.0232,0.4526,0.83085,0.63169,-0.23829,0.8724,0.82977,0.61834,-0.04315,0.4556,0.83392,0.62622,-0.22095,0.8317,0.83649,0.61372,-0.02641,0.4823,0.89053,0.67611,-0.05965,1.0,0.86158,0.62742,0.05953,1.0,0.81579,0.72593,-0.17401,0.9863,0.77365,0.63769,-0.04037,0.9456,0.83169,0.87212,-0.03453,0.9843,0.77942,0.79061,0.09138,0.9392,0.84182,0.89369,-0.02154,0.8543,0.79449,0.80869,0.10451,0.8627,0.80099,0.9319,-0.06731,0.9717,0.74727,0.83568,0.07647,0.9385,right
158,10.5333,1,0.94654,0.44761,-0.19773,0.9997,0.96095,0.44044,-0.20791,0.9995,0.96599,0.44512,-0.20788,0.9996,0.96874,0.44723,-0.20793,0.9997,0.95334,0.43511,-0.18948,0.999,0.95231,0.43364,-0.18951,0.9987,0.95066,0.43132,-0.18954,0.999,0.97582,0.46148,-0.20884,0.9997,0.95988,0.4435,-0.12275,0.9986,0.95022,0.4713,-0.1937,0.9998,0.94267,0.46244,-0.16905,0.9992,0.9658,0.56086,-0.21486,1.0,0.92492,0.4859,-0.03836,0.9999,0.9121,0.62986,-0.231,0.9712,0.88083,0.56092,0.0301,0.2755,0.85715,0.63238,-0.22162,0.889,0.84731,0.60003,0.01418,0.2843,0.83664,0.64551,-0.23605,0.8479,0.83224,0.61712,0.01312,0.2824,0.832,0.63079,-0.23288,0.8377,0.83509,0.61077,-0.00638,0.2841,0.83543,0.62545,-0.21765,0.7881,0.83709,0.60756,0.00572,0.3094,0.8887,0.67286,-0.06187,1.0,0.86048,0.62997,0.06175,0.9999,0.8162,0.72231,-0.17683,0.984,0.77708,0.65057,-0.02958,0.9065,0.82947,0.87344,-0.05655,0.984,0.781,0.79555,0.08683,0.924,0.84059,0.89849,-0.04527,0.8639,0.79578,0.81762,0.09805,0.8444,0.79625,0.92552,-0.0917,0.9731,0.74415,0.837,0.06933,0.9325,right
159,10.6,1,0.95912,0.43707,-0.17407,0.9993,0.96854,0.43147,-0.18448,0.9989,0.96949,0.43738,-0.18446,0.9989,0.97395,0.44265,-0.18451,0.9992,0.96488,0.42774,-0.16693,0.9978,0.96401,0.42689,-0.16696,0.9972,0.96311,0.42599,-0.16702,0.998,0.97885,0.45569,-0.19228,0.9993,0.96418,0.44088,-0.11,0.9974,0.95434,0.46085,-0.17294,0.9996,0.94405,0.45598,-0.14935,0.9985,0.97255,0.55419,-0.20206,1.0,0.92821,0.48244,-0.04086,0.9998,0.91439,0.62696,-0.22056,0.9611,0.88488,0.55995,0.00746,0.3986,0.85435,0.63156,-0.21574,0.8728,0.84941,0.60757,-0.01702,0.3895,0.83438,0.6447,-0.23194,0.833,0.83198,0.61953,-0.02077,0.367,0.83042,0.63085,-0.22808,0.822,0.83123,0.61789,-0.04096,0.369,0.83308,0.62727,-0.21194,0.7788,0.8387,0.61275,-0.02601,0.402,0.89465,0.67225,-0.06053,1.0,0.86461,0.62524,0.06039,0.9999,0.81657,0.72204,-0.16225,0.9774,0.77612,0.65188,-0.01489,0.8533,0.83004,0.86745,-0.04986,0.9763,0.78195,0.79489,0.09851,0.8664,0.8411,0.89428,-0.03957,0.8208,0.79549,0.81714,0.10937,0.7745,0.80031,0.92775,-0.08352,0.9611,0.75199,0.84771,0.08232,0.8849,right
160,10.6667,1,0.95688,0.44207,-0.15358,0.9994,0.96629,0.4349,-0.16252,0.9989,0.96872,0.43719,-0.16252,0.999,0.96955,0.44139,-0.16256,0.9993,0.96193,0.43141,-0.14658,0.9979,0.96077,0.43043,-0.1466,0.9972,0.95957,0.4294,-0.14665,0.998,0.97686,0.4553,-0.16543,0.9994,0.96261,0.44413,-0.09004,0.9978,0.95186,0.46576,-0.15062,0.9996,0.94539,0.45975,-0.12901,0.9986,0.97772,0.55248,-0.1784,1.0,0.92451,0.48413,-0.02094,0.9999,0.9201,0.62711,-0.20319,0.9635,0.88044,0.55903,0.03159,0.3626,0.85954,0.63437,-0.20695,0.8941,0.84403,0.6069,0.00702,0.3911,0.83855,0.64797,-0.22142,0.8603,0.82964,0.62012,0.00385,0.3713,0.83381,0.63433,-0.21845,0.8496,0.82898,0.61854,-0.01546,0.3725,0.83772,0.62948,-0.20334,0.8098,0.83563,0.61477,-0.00172,0.4014,0.89378,0.67396,-0.05866,0.9999,0.86275,0.62837,0.05855,0.9999,0.81596,0.72437,-0.15902,0.9698,0.77588,0.65147,-0.03944,0.8658,0.83,0.87209,-0.05564,0.9699,0.78305,0.80204,0.0694,0.8618,0.84026,0.8977,-0.04633,0.7675,0.79532,0.82762,0.07948,0.7559,0.79723,0.93913,-0.09391,0.9565,0.74934,0.85167,0.04825,0.8853,right
161,10.7333,1,0.95484,0.4433,-0.17142,0.9992,0.96367,0.4405,-0.17993,0.9987,0.96595,0.44283,-0.17992,0.9987,0.97037,0.44682,-0.17996,0.9991,0.95611,0.43459,-0.16317,0.9976,0.95549,0.43363,-0.16319,0.9969,0.955,0.43254,-0.16325,0.9978,0.97515,0.45969,-0.17977,0.9991,0.96188,0.44535,-0.10084,0.9968,0.94925,0.46951,-0.16751,0.9995,0.94272,0.46048,-0.14491,0.9982,0.96903,0.5572,-0.19155,1.0,0.92296,0.48449,-0.02942,0.9998,0.91269,0.62726,-0.21394,0.953,0.88007,0.56124,0.01722,0.3572,0.85408,0.63225,-0.21188,0.8234,0.84555,0.61103,-0.01307,0.3385,0.83497,0.64517,-0.22776,0.7833,0.82899,0.62276,-0.01852,0.3232,0.83111,0.63191,-0.22509,0.7689,0.83205,0.61962,-0.03765,0.3244,0.83329,0.62839,-0.20862,0.7163,0.83826,0.61256,-0.02193,0.3485,0.89293,0.67419,-0.05963,0.9999,0.86065,0.62793,0.05951,0.9999,0.81697,0.72451,-0.1819,0.979,0.77726,0.65188,-0.03984,0.8788,0.83244,0.87227,-0.07264,0.9767,0.78215,0.79716,0.06904,0.8912,0.84286,0.90048,-0.06283,0.813,0.79517,0.82037,0.07916,0.8087,0.7986,0.92853,-0.11188,0.9618,0.74669,0.839,0.0476,0.905,right
162,10.8,1,0.95952,0.43756,-0.15983,0.9992,0.96887,0.43315,-0.16873,0.9986,0.96821,0.43945,-0.16871,0.9986,0.97272,0.44436,-0.16876,0.999,0.96518,0.42925,-0.15133,0.9974,0.96423,0.42847,-0.15135,0.9967,0.96325,0.42764,-0.15141,0.9977,0.97684,0.45831,-0.17318,0.9992,0.96413,0.44328,-0.09163,0.9968,0.9515,0.46295,-0.15813,0.9996,0.94747,0.45686,-0.13479,0.9985,0.96821,0.55595,-0.18861,1.0,0.92744,0.48041,-0.02333,0.9998,0.912,0.6273,-0.2114,0.9596,0.88243,0.55717,0.02045,0.3597,0.85649,0.63153,-0.2078,0.8635,0.84782,0.6028,-0.0092,0.3258,0.83637,0.64464,-0.22445,0.8252,0.83239,0.6188,-0.01402,0.3095,0.83175,0.63068,-0.22019,0.8116,0.83156,0.61739,-0.03389,0.311,0.83591,0.62583,-0.20399,0.7629,0.83961,0.61183,-0.01838,0.3429,0.89138,0.67412,-0.06169,1.0,0.86199,0.62999,0.06155,0.9999,0.81605,0.7242,-0.17471,0.9802,0.77666,0.65105,-0.02007,0.8501,0.83004,0.87378,-0.06327,0.9766,0.78093,0.79534,0.08468,0.8745,0.84078,0.89927,-0.05286,0.8234,0.79494,0.81707,0.09449,0.7996,0.79809,0.93231,-0.09632,0.9628,0.74819,0.83941,0.06583,0.8975,right
